"","LBS","inbreeding","Qgg","sexU","stcohort","stcohort2","isfemale","isfemalerankM","isfemalerankH","id","dam","cohort","NatalGroup","DamCohort"
"239",11,0,0,0,-0.0261071732515354,0.00661987936004876,1,NA,NA,"1773",2261,8,12,2729
"240",0,0,0,1,0.00619217593420173,-0.00742828978031233,0,0,0,"324",2761,26,30,3951
"241",0,0,0,1,0.00619217593420173,-0.00742828978031233,0,0,0,"325",2747,26,12,3883
"242",0,0,0,0,-0.0189295400991494,-0.00783119479883016,1,NA,NA,"2282",2273,12,12,2740
"243",0,0,0,1,0.00978099251039475,-0.000896869752321644,0,0,0,"327",2730,28,12,3793
"244",0,0,0,1,0.00978099251039475,-0.000896869752321644,0,0,0,"328",122,28,12,311
"245",15,0,0,1,0.0115754007984913,0.00297576483994267,0,0,0,"329",2670,29,12,3487
"246",0,0,0,1,0.00978099251039475,-0.000896869752321644,0,0,0,"330",2723,28,12,3759
"247",0,0,0,1,0.0133698090865878,0.00725301581771964,0,0,0,"331",49,30,12,111
"248",0,0,0,1,0.0115754007984913,0.00297576483994267,0,0,0,"332",161,29,8,414
"249",0,0,0,1,0.0151642173746843,0.0119348831810093,0,0,0,"333",2738,31,12,3830
"250",0,0,0,0,-0.0189295400991494,-0.00783119479883016,1,NA,NA,"2283",2284,12,12,2751
"251",0,0,0,0,-0.0171351318110529,-0.0104324223747683,1,NA,NA,"2419",2295,13,3,2763
"252",0,0,0,1,0.0187530339508773,0.0225124670641265,0,0,0,"336",2703,33,30,3666
"253",0,0,0,1,0.0169586256627808,0.0170213669298115,0,0,0,"337",58,32,30,136
"254",0,0,0,0,-0.0135463152348599,-0.0144210283701065,1,NA,NA,"2891",2306,15,31,2774
"255",10,0,0,0,-0.0117519069467634,-0.0158084067895067,1,NA,NA,"3781",2317,16,12,2785
"256",0,0,0,1,0.00260335935800871,-0.0123412442662524,0,0,0,"339",2706,24,12,3673
"257",1,0,0,1,0.00439776764610522,-0.0100870752160387,0,0,0,"340",2328,25,12,2796
"258",0,0,0,1,0.00619217593420173,-0.00742828978031233,0,0,0,"341",2644,26,31,3307
"259",0,0,0,1,0.00619217593420173,-0.00742828978031233,0,0,0,"342",2607,26,12,3092
"260",0,0,0,1,0.00798658422229824,-0.00436488795907331,0,0,0,"343",2717,27,12,3732
"261",0,0,0,1,0.00978099251039475,-0.000896869752321644,0,0,0,"344",2637,28,12,3268
"262",0,0,0,1,0.00798658422229824,-0.00436488795907331,0,0,0,"345",2623,27,12,3185
"263",6,0,0,0,-0.00995749865866686,-0.0167911688233942,1,NA,NA,"3805",160,17,12,406
"264",8,0,0,0,-0.00816309037057035,-0.017369314471769,1,NA,NA,"3909",2339,18,31,2807
"265",0,0,0,1,0.0115754007984913,0.00297576483994267,0,0,0,"348",176,29,12,465
"266",9,0,0,0,-0.00816309037057035,-0.017369314471769,1,NA,NA,"3918",2350,18,12,2818
"267",0,0,0,0,-0.00636868208247384,-0.0175428437346312,1,NA,NA,"3986",2361,19,12,2829
"268",0,0,0,0,-0.00636868208247384,-0.0175428437346312,1,NA,NA,"3988",2372,19,23,2840
"269",0,0,0,1,0.0169586256627808,0.0170213669298115,0,0,0,"352",2775,32,30,4022
"270",0,0,0,1,0.0187530339508773,0.0225124670641265,0,0,0,"353",181,33,30,481
"271",0,0,0,1,0.0169586256627808,0.0170213669298115,0,0,0,"354",136,32,30,350
"272",24,0,0,1,0.0187530339508773,0.0225124670641265,0,0,0,"355",2739,33,22,3837
"273",0,0,0,0,-0.00636868208247384,-0.0175428437346312,1,NA,NA,"4034",2384,19,23,2851
"274",0,0,0,0,-0.00457427379437733,-0.0173117566119807,1,NA,NA,"4098",2395,20,29,2862
"275",0,0,0,0,-0.00457427379437733,-0.0173117566119807,1,NA,NA,"4140",2406,20,12,2874
"276",12,0,0,0,-0.00457427379437733,-0.0173117566119807,1,NA,NA,"4143",160,20,3,407
"277",0,0,0,0,-0.00457427379437733,-0.0173117566119807,1,NA,NA,"4151",2417,20,29,2885
"278",0,0,0,0,-0.00277986550628082,-0.0166760531038176,1,NA,NA,"4161",2428,21,30,2896
