dam
269
296
307
318
329
340
351
362
373
270
281
288
289
290
291
292
293
294
295
297
298
299
300
301
302
303
304
305
306
308
309
310
311
312
313
314
315
316
317
319
320
321
322
323
324
325
326
327
328
330
331
332
333
14
14
13
13
13
13
2
2
2
3
3
3
14
14
14
14
14
12
12
12
1
1
1
1
13
13
13
13
13
17
17
17
17
19
19
1
1
1
7
7
7
4
4
18
18
13
13
13
13
6
6
6
20
20
20
5
5
5
5
16
16
2
2
2
14
334
335
6
6
6
2
2
2
2
9
9
9
19
19
19
4
4
4
21
21
21
4
1
1
1
1
10
10
10
15
8
8
8
6
6
6
4
4
4
4
2
2
2
2
2
2
10
10
10
11
11
26
26
26
4
4
4
4
22
22
21
21
21
6
6
6
15
15
15
25
25
25
25
1
1
1
1
20
23
23
10
10
10
10
2
2
2
2
11
11
22
22
22
22
4
4
4
4
6
6
6
24
24
24
24
336
337
338
339
341
342
343
344
345
346
347
348
349
26
26
26
11
11
10
10
10
10
40
40
40
29
29
29
4
4
4
4
34
34
34
35
35
33
33
33
37
37
24
24
24
24
24
2
2
2
28
28
28
30
38
38
22
22
22
22
15
15
25
25
27
31
31
1
1
1
1
26
11
11
11
35
35
35
35
33
33
33
33
29
29
29
29
37
37
37
4
4
4
32
32
40
24
24
24
24
22
22
25
25
25
22
22
22
37
26
26
26
26
38
38
2
15
42
42
42
29
29
11
11
11
4
27
27
36
36
36
36
43
43
43
24
24
24
24
41
41
41
35
35
35
28
28
28
28
28
33
33
33
33
45
45
45
39
39
39
47
47
47
22
22
40
40
40
40
37
37
38
38
38
26
26
26
26
26
4
4
4
4
29
29
29
42
42
42
42
11
11
11
44
44
44
27
28
28
45
45
47
47
35
35
37
37
30
11
26
26
26
46
46
46
65
65
65
40
40
40
40
2
2
2
50
50
50
49
49
49
66
66
41
41
41
4
4
4
35
35
24
24
24
24
45
45
45
30
31
31
31
31
68
68
68
33
33
33
67
70
70
70
71
71
69
69
69
69
47
47
47
36
38
38
38
36
36
35
35
35
35
35
22
22
22
26
26
26
66
66
48
48
48
38
38
38
37
37
37
37
22
22
22
22
29
29
29
29
11
11
22
22
22
68
68
26
26
29
29
29
37
37
37
65
65
65
65
64
64
64
72
72
36
36
36
36
46
46
46
41
41
41
38
38
38
38
73
73
73
49
49
49
40
40
40
40
50
50
50
30
30
30
24
24
24
67
67
67
11
11
74
74
52
52
54
54
54
54
56
56
56
2
2
2
2
60
60
60
45
45
45
45
35
35
35
35
35
33
33
33
48
48
48
48
71
71
31
31
4
4
55
55
47
47
47
59
59
59
51
51
61
61
58
58
58
26
26
26
22
22
37
37
37
72
72
72
72
64
64
64
41
41
29
38
50
50
50
73
40
40
46
46
46
67
67
11
11
52
52
54
54
26
26
26
56
56
56
56
74
74
2
2
30
30
73
73
73
61
61
61
84
84
84
40
40
40
29
29
29
51
49
49
49
49
75
75
75
75
79
79
54
54
54
72
72
72
72
37
37
37
37
77
77
77
48
48
91
91
22
22
22
22
52
52
52
87
87
87
63
63
31
31
31
78
78
78
81
81
81
62
62
62
95
95
80
80
80
83
83
83
57
57
57
57
35
35
35
85
85
11
11
88
88
53
53
82
82
82
55
55
36
36
36
86
86
86
24
24
76
76
76
76
90
4
4
4
4
93
93
93
26
94
89
89
56
56
56
56
56
68
68
51
84
84
84
73
73
73
73
61
2
35
35
35
35
72
72
83
83
29
29
29
52
52
52
91
91
22
22
22
85
85
53
53
75
75
63
63
87
87
77
84
84
84
84
37
37
37
37
22
22
22
72
72
72
72
72
75
75
75
56
56
56
56
74
74
74
29
29
29
79
79
79
26
26
61
61
61
61
61
80
80
80
86
86
86
86
63
63
63
63
51
51
51
51
98
98
98
35
35
35
94
94
94
94
30
30
96
96
96
96
120
120
120
49
49
49
99
99
99
99
88
88
122
122
122
77
77
77
77
81
53
53
53
53
55
55
55
31
31
97
97
115
115
115
116
92
24
24
24
102
102
102
57
57
57
118
100
100
100
110
110
110
113
113
83
83
83
101
101
11
33
121
121
121
121
114
114
84
84
84
84
112
35
35
22
56
56
56
31
92
86
86
86
117
117
77
77
77
51
98
72
128
61
74
74
122
122
137
137
128
128
128
96
96
96
94
94
94
146
146
146
146
125
125
125
142
142
142
142
35
35
35
35
31
31
31
148
132
79
79
79
79
79
118
118
118
100
100
100
147
147
124
75
75
102
102
102
102
141
141
141
139
139
139
63
63
63
63
63
101
101
101
133
133
80
80
80
116
116
116
134
134
134
37
37
119
119
99
99
99
99
127
127
127
144
144
138
138
138
132
132
132
111
111
151
151
84
84
84
150
150
143
143
143
123
123
123
140
140
55
55
145
145
131
131
131
149
149
149
53
53
53
136
122
122
96
96
115
115
115
135
135
152
152
147
147
147
147
26
26
75
75
75
119
119
97
99
99
84
133
133
133
99
99
99
139
139
139
138
138
138
138
138
80
80
80
75
75
75
79
79
79
128
128
128
124
124
124
124
122
122
122
122
122
30
102
102
143
143
143
127
127
127
142
142
142
142
132
132
132
94
94
94
151
151
151
151
150
150
150
150
134
134
155
155
101
101
101
101
100
100
100
144
144
37
37
37
148
113
26
26
149
149
149
145
145
140
140
140
146
146
146
146
111
111
159
159
159
159
156
156
156
165
63
63
63
63
92
126
126
126
88
88
130
130
53
53
53
53
35
152
152
152
163
163
163
167
167
115
115
115
115
115
154
154
129
129
129
109
55
84
84
119
119
114
114
135
99
99
116
116
116
116
116
166
166
166
164
164
164
113
143
153
79
79
79
80
101
101
134
134
134
134
142
142
142
124
124
124
127
127
127
122
122
122
63
63
37
37
146
146
146
155
149
149
149
84
84
151
139
139
139
99
99
154
154
154
99
99
133
133
144
144
144
80
80
80
75
75
75
138
138
138
163
128
128
128
159
159
124
124
124
124
168
168
160
160
160
160
102
102
102
127
122
122
122
122
109
109
109
109
158
158
158
143
143
143
143
111
111
111
101
101
101
101
146
146
146
146
171
171
171
156
156
156
157
115
115
115
115
100
100
176
176
176
176
134
134
134
151
151
151
151
116
116
116
116
142
142
142
126
126
126
152
152
152
135
135
135
161
161
161
145
145
145
114
114
114
114
114
155
155
155
155
63
63
63
63
129
129
129
129
170
170
170
164
164
164
164
166
166
166
166
88
88
88
173
173
173
173
169
169
185
185
185
94
94
182
180
180
53
53
53
183
144
144
144
144
139
139
139
99
99
154
80
80
143
143
160
160
160
142
142
142
146
146
146
156
156
156
116
350
352
353
354
355
356
357
358
204
204
359
196
196
208
208
134
134
124
124
124
139
139
139
154
154
154
181
126
126
126
127
127
127
188
188
188
205
161
161
135
135
135
164
164
164
166
166
53
53
53
186
186
186
169
169
169
109
109
114
114
114
182
182
182
182
182
172
129
129
152
152
152
177
177
177
175
175
191
191
191
187
187
200
200
203
203
173
173
99
99
99
99
154
154
139
139
139
134
134
134
134
124
124
138
138
138
163
163
184
133
133
133
176
176
168
128
128
128
159
185
185
185
180
180
180
75
75
75
75
204
204
204
100
100
178
178
178
178
170
170
170
144
144
146
146
146
160
160
156
156
197
197
197
190
190
145
145
145
145
63
63
63
63
211
211
116
116
116
189
189
189
142
142
142
142
210
174
174
174
183
183
183
183
94
94
94
94
143
143
143
143
360
361
363
364
365
366
367
368
369
370
371
372
374
375
376
377
378
379
380
381
168
180
180
139
139
139
138
138
138
138
128
128
128
128
200
200
200
208
208
208
208
99
99
99
99
178
178
124
124
124
126
126
126
173
173
173
173
175
175
175
184
184
184
94
94
94
174
174
174
174
217
217
217
187
187
187
211
211
211
211
230
230
230
107
107
107
107
183
183
183
183
194
194
194
194
179
179
179
179
186
186
186
