"id","dam","sire"
"832996-WwmW","832184-YGM",NA
"833215-BnoY2","832224-MAM","M00070-du070"
"833216-GnoR","832224-MAM","M00035-du035"
"833217-NnoA","832224-MAM","M00035-du035"
"833221-NnoM2","832546-YRA","M00042-du042"
"833244-GogM","832559-WON","M00071-du071"
"833243-NogR","832559-WON","M00071-du071"
"833242-YogY","832559-WON","M00071-du071"
"833278-RgnA","832967-BWN",NA
"833298-MnoA","804217-WNM","M00076-du076"
"833296-OnoB","804217-WNM","M00076-du076"
"833112-AogB","833066-RAG","832206-WNO"
"833111-NogN","833066-RAG","832206-WNO"
"833125-BwmW","776767-BMB","833532-WBY"
"833122-GwmR","776767-BMB","833532-WBY"
"833123-OwmB","776767-BMB","833532-WBY"
"833124-YwmA","776767-BMB","833532-WBY"
"833132-GbgW","832224-MAM","M00070-du070"
"833131-ObgM","832224-MAM","M00070-du070"
"833130-YbgR","832224-MAM","M00070-du070"
"833141-WbwR","832596-RWA","833073-YGR"
"833143-GnoB2","776233-RBY",NA
"833142-RnoY","776233-RBY",NA
"833149-AgnA","832949-ORA",NA
"833150-BngW","832949-ORA",NA
"833151-YgnG","832949-ORA",NA
"833161-AnoA","832190-YMN","725585-ROA"
"833160-OnoR","832190-YMN","725585-ROA"
"833173-AnoG","832959-RBA","832979-MNW"
"833175-BnoM","832959-RBA","832979-MNW"
"833174-MnoN2","832959-RBA","832979-MNW"
"833176-YbwO","832546-YRA","M00042-du042"
"833186-MnoY","832553-BWA","804227-YMB"
"833190-WgnW","832551-ABY",NA
"833188-YnoA","832553-BWA","804227-YMB"
"833035-BbgB","832173-GWM","833532-WBY"
"833036-RbgM","832173-GWM","833532-WBY"
"833037-YbgW","832173-GWM","833532-WBY"
"833048-MnoW2","804212-WWW","804227-YMB"
"833047-RnoG","804212-WWW","804227-YMB"
"833051-AogR","832565-MRW","833532-WBY"
"833050-NogO","832565-MRW","833532-WBY"
"833052-WogB","832565-MRW","833532-WBY"
"833062-GwmG","833066-RAG","832206-WNO"
"833061-RwmB","833066-RAG","832206-WNO"
"833053-WOB",NA,"804227-YMB"
"833070-WnoB","832202-GAA","832578-MMR"
"833083-OgnB","832552-YGA","804227-YMB"
"833082-RgnY","832552-YGA","804227-YMB"
"833094-GnoG","832546-YRA","M00042-du042"
"833093-OnoY2","832546-YRA","M00042-du042"
"833095-WnoA2","832546-YRA","M00042-du042"
"833099-OnoA","832551-ABY",NA
"833522-GNW3","832224-MAM","M00070-du070"
"833547-OnyW","832224-MAM","M00070-du070"
"833548-RnyA","832224-MAM","M00035-du035"
"833571-OngO","832596-RWA","833073-YGR"
"833570-WngW","832596-RWA","833073-YGR"
"833575-MgoM2","F00015-unb15",NA
"833576-NgoN","F00015-unb15",NA
"833582-RngY","832184-YGM",NA
"833592-WngM","832195-YNG","M00041-du041"
"653417-gAnrW","832195-YNG","M00041-du041"
"833599-GngA","832595-WYA",NA
"833620-GgoB","833538-AGN","832578-MMR"
"833624-RgbG","832977-ANM2",NA
"833619-WgoW2","833538-AGN","832578-MMR"
"833623-YmwA","804225-NBM",NA
"833644-BgoA","832224-MAM","M00070-du070"
"833643-NgoG","832224-MAM","M00070-du070"
"833642-RgoW","832224-MAM","M00070-du070"
"833654-YgoY","833049-YWA","833073-YGR"
"833673-RnyN","832184-YGM","832580-RNY"
"833686-OnyN","832977-ANM2",NA
"833705-BgbM","833072-RGA","M00083-du083"
"833702-BgbY","832224-MAM","M00035-du035"
"833703-NgbN","832224-MAM","M00035-du035"
"833707-WgbN","833072-RGA","M00083-du083"
"833724-AmwA","832947-YBA",NA
"833725-BmwR","832947-YBA",NA
"833739-AngO2","832596-RWA","833073-YGR"
"833740-NngM","832596-RWA","833073-YGR"
"833748-rbAB","832195-YNG","M00002-du002"
"833746-rbRO","832195-YNG","M00002-du002"
"833747-rbWN","832195-YNG","M00002-du002"
"833757-wrAA","833755-RON","833756-GRR"
"833758-wrBB","833755-RON","833756-GRR"
"833759-wrWM","833755-RON","833756-GRR"
"833771-ngBR","832190-YMN","833544-MnrO"
"833769-ngWW2","832190-YMN","833544-MnrO"
"898028-wrWN","898100-OBN","833756-GRR"
"898036-gbBB","898039-YAN","M00025-du025"
"898038-gbOM","898039-YAN","M00025-du025"
"898043-rbOY","832195-YNG","M00002-du002"
"898044-rbWA","832195-YNG","M00002-du002"
"898045-wrAG","833671-YWM","898260-BOW"
"898066-ngAG2","832184-YGM",NA
"898254-ngRB","898252-OAG",NA
"898262-ngBG2","833671-YWM","898260-BOW"
"898261-ngYB","833671-YWM","898260-BOW"
"898282-noAG","898039-YAN","M00025-du025"
"898283-noMW","898039-YAN","M00025-du025"
"898284-noNY","898039-YAN",NA
"898285-noON","898039-YAN","M00025-du025"
"898311-ngNB","832195-YNG","M00002-du002"
"898310-ngYN2","832195-YNG","M00002-du002"
"898517-bgAR","832190-YMN","833749-ABA"
"898515-bgGG","832190-YMN","898260-BOW"
"898516-bgNO","832190-YMN","898260-BOW"
"898533-brON3","898346-BGW","898352-NOR"
"898587-weOM","898252-OAG",NA
"898598-rwMY","832195-YNG","M00002-du002"
"898597-rwRB","832195-YNG","M00002-du002"
"898643-bgGR","832184-YGM",NA
"898661-onNW","898349-RMA","898341-MYB"
"898669-weBM","898252-OAG",NA
"898670-weNO","898252-OAG",NA
"898671-weYW","898252-OAG",NA
"898672-weAO","832190-YMN","833749-ABA"
"898674-weYG","832190-YMN","833749-ABA"
"898688-brRY","898338-MGB","M00009-du009"
"898711-rwGR","898574-YRB","898260-BOW"
"898748-MbyB","898345-RGN","833749-ABA"
"899009-AnrA","832195-YNG","M00014-du014"
"899010-BnrN","832195-YNG","M00014-du014"
"899011-WnrG","832195-YNG","M00014-du014"
"899067-AwrA","898338-MGB","M00009-du009"
"899070-BwrO","898338-MGB","M00009-du009"
"899068-RwrN","898338-MGB","M00009-du009"
"899069-WwrW","898338-MGB","M00009-du009"
"899071-AnrO","898345-RGN","M00012-du012"
"899072-GnrM","898345-RGN","833749-ABA"
"899073-NnrW","898345-RGN","M00012-du012"
"899074-YnrN","898345-RGN","M00012-du012"
"899096-AbyN","832195-YNG","M00015-du015"
"899097-GbyR","832195-YNG","M00015-du015"
"899098-MbyO","832195-YNG","M00015-du015"
"899143-BnrY","898747-ANM","898342-MMA"
"899145-OnrA","898747-ANM","898342-MMA"
"899144-RnrW","898747-ANM","898342-MMA"
"899180-AgoR","898345-RGN","M00024-du024"
"899182-GgoN","898345-RGN","M00024-du024"
"899179-NgoG","898338-MGB",NA
"899183-OgoM","898345-RGN","833749-ABA"
"899177-RgoN","898338-MGB","M00009-du009"
"899178-YgoA","898338-MGB","M00009-du009"
"899218-MgoM","899213-YAW","898743-NRA"
"899217-OgoY2","899213-YAW","898743-NRA"
"899243-WbyG","898680-AMM","898350-YBR"
"899246-YwrA","898574-YRB","898342-MMA"
"899249-ManA3","832184-YGM",NA
"899250-NanB","832184-YGM",NA
"899317-BnaN","898731-AOB","899279-MWG"
"899320-BrgM2","899310-ARO",NA
"899318-NnaO","898731-AOB","899279-MWG"
"899322-OrgW","899310-ARO",NA
"899319-YnaW2","898731-AOB","899279-MWG"
"899321-YrgR2","899310-ARO",NA
"899343-AbrA","898729-NWY","898350-YBR"
"899344-RbrB","898729-NWY","898350-YBR"
"899381-MnaG","898680-AMM","898350-YBR"
"899401-GobG","898740-MWA","898350-YBR"
"899402-NobM","898740-MWA","898350-YBR"
"899403-WobR","898740-MWA","898350-YBR"
"899443-OrgO","899491-WAO",NA
"899468-ArgA","899467-ONA",NA
"899470-BrnO2","899289-MBW","899285-AGA"
"899469-OrgY","899467-ONA",NA
"899493-GrnY","898731-AOB","899279-MWG"
"899492-YrnR","898731-AOB","899279-MWG"
"899521-ogBB2","898747-ANM","899788-MOR"
"899524-wbMN","898731-AOB","899279-MWG"
"899525-wbRM","898731-AOB","899279-MWG"
"899526-wbYY","898731-AOB","899279-MWG"
"899527-wbAA","899289-MBW","M00005-du005"
"899528-wbRR","899289-MBW","899285-AGA"
"899547-nrAG2","899288-AWO","899285-AGA"
"899553-raGN","832974-MAB","898741-RAB"
"899554-raMM2","832974-MAB","898741-RAB"
"899555-raRG2","832974-MAB","898741-RAB"
"899557-wbOW","832970-ARM","899788-MOR"
"899565-ogMO2","898740-MWA","898350-YBR"
"899564-ogRN","898740-MWA","898350-YBR"
"899563-ogYY2","898740-MWA","898350-YBR"
"899600-ogRO2","899289-MBW",NA
"899621-raAA","898731-AOB",NA
"899620-raNN","898731-AOB","899279-MWG"
"899619-raRW","898731-AOB","899279-MWG"
"899618-raYM2","898731-AOB",NA
"899640-nrRN","832974-MAB","M00007-du007"
"899641-nrWG","832974-MAB","M00007-du007"
"899656-ogAR","899657-RAN","899788-MOR"
"899658-ogWY","899657-RAN","898343-MRN"
"899673-wbNM","898742-NOM","899788-MOR"
"899688-raAN","899289-MBW","M00005-du005"
"899733-ogWW","899288-AWO",NA
"899745-ogBW","898731-AOB","899279-MWG"
"899742-ogGO","898731-AOB","899279-MWG"
"899740-ogNA","899481-brON","653422-gNAM"
"899744-ogNM","898731-AOB","899279-MWG"
"899743-ogRY","898731-AOB","899279-MWG"
"899738-ogYM2","899481-brON","653422-gNAM"
"899752-nrAN","832974-MAB","898741-RAB"
"899751-nrBR","832974-MAB","898741-RAB"
"899753-nrOG","832974-MAB","898741-RAB"
"899768-raMW","898716-YRO",NA
"899769-raYB3","898716-YRO",NA
"899782-naGB","899289-MBW","M00008-du008"
"899781-naRM","899289-MBW","M00008-du008"
"899780-naWN","899289-MBW","M00008-du008"
"899839-arBN","898731-AOB","899279-MWG"
"899840-arOR","898731-AOB",NA
"899849-bwRG","899212-OGA","899830-MAG"
"899850-wgYY","899657-RAN",NA
"899942-rnOM","899821-BAN",NA
"899940-rnRR","899821-BAN",NA
"899968-bwGY","898731-AOB","899279-MWG"
"899969-bwMA","898731-AOB","899279-MWG"
"899998-rnWN","899212-OGA",NA
"899999-wgGY","899827-NWB",NA
"981826-anAR","899831-YOA","898343-MRN"
"981816-anBR","899814-YNR",NA
"981818-anOG","899814-YNR",NA
"981824-anYY","899831-YOA","898343-MRN"
"981827-arAR","899746-WWA",NA
"981828-arMB","899746-WWA",NA
"981829-arNN","899746-WWA",NA
"981840-bwNA","899491-WAO","M00017-du017"
"981839-bwOY","899491-WAO","M00017-du017"
"981859-rnAG","981833-RAR",NA
"981858-rnNO","981833-RAR",NA
"981879-BonM","981869-MMW",NA
"981880-NonR","981869-MMW",NA
"981881-OonW","981869-MMW",NA
"981899-BwgB","899481-brON","899830-MAG"
"981902-NwgN2","899481-brON","M00100-du100"
"981901-YwgM","899481-brON","M00100-du100"
"981904-BwbM","899212-OGA",NA
"981905-NwbO","899212-OGA","653422-gNAM"
"981906-RwbG","899212-OGA","653422-gNAM"
"981908-WnwB","899883-AGR",NA
"982010-BonW","899829-AGA","899830-MAG"
"982007-MnwR2","899481-brON","899830-MAG"
"982008-NonA","899829-AGA",NA
"982009-OonY","899829-AGA",NA
"982005-RnwN","899481-brON","899830-MAG"
"982035-NonB2","981986-BNO","899279-MWG"
"982087-AnwN","899481-brON","A30055-WAG"
"982088-BnwR","899481-brON","A30055-WAG"
"982090-YnwO","899481-brON","A30055-WAG"
"982095-BonG","899212-OGA","653422-gNAM"
"982094-RonY","899212-OGA","653422-gNAM"
"982098-GwgY","981867-MWG","899816-AYO"
"982099-NwgW","981867-MWG","899816-AYO"
"982100-OwgO","981867-MWG","899816-AYO"
"982197-AnoG","F00017-unb17",NA
"982198-OnoA2","F00017-unb17",NA
"982199-RnoB","F00017-unb17",NA
"982212-BawA","982214-AAY","982210-MGM"
"982211-OawN","982214-AAY","982210-MGM"
"982213-RawG","982214-AAY","982210-MGM"
"982215-WawB","982024-NMY","898343-MRN"
"982225-BryN","899212-OGA","M00116-du116"
"982226-GryR","899212-OGA","M00116-du116"
"982238-RngB","899481-brON","899830-MAG"
"982237-YngW","899481-brON","899830-MAG"
"982246-NnoN","982171-BNY","899788-MOR"
"982247-OnoW","982171-BNY","982192-MYO"
"982258-NnoA","981866-WWM2",NA
"982280-AawY","F00017-unb17",NA
"982297-AawB","F00017-unb17",NA
"982298-GawM","F00017-unb17",NA
"982299-OawO","F00017-unb17",NA
"982311-AngW","899792-GOG","899830-MAG"
"982313-MngR2","899792-GOG","899830-MAG"
"982331-OryR","899481-brON","899830-MAG"
"982421-NwnY","899212-OGA","653422-gNAM"
"982420-WwnG","899212-OGA","653422-gNAM"
"982437-OarB","981867-MWG","982187-BGN"
"982438-RarM","981867-MWG","899816-AYO"
"982439-WarN","981867-MWG","982187-BGN"
"982436-YarA","981867-MWG","982187-BGN"
"982443-WawN","899792-GOG","899830-MAG"
"982442-YawB","899792-GOG","899830-MAG"
"982458-OryA","982171-BNY","899788-MOR"
"982459-RryW","982171-BNY","982192-MYO"
"982501-AnoY","899481-brON","899830-MAG"
"982503-NnoW","899481-brON","899830-MAG"
"982500-WawM","981848-WGB",NA
"982506-WryB","898742-NOM","899788-MOR"
"982513-AryR","899829-AGA","A30055-WAG"
"982514-BryM","899829-AGA","A30055-WAG"
"982515-NryG","899829-AGA","A30055-WAG"
"982516-WryO","899829-AGA",NA
"982542-WnoA","982152-GMW",NA
"982558-GarW","F00016-unb16",NA
"982559-NarG","F00016-unb16",NA
"982560-WarA2","F00016-unb16",NA
"982570-MngB","981867-MWG","899816-AYO"
"982568-WngN","981867-MWG","982187-BGN"
"982569-YngA","981867-MWG","982187-BGN"
"982576-GwnO2","F00025-unb25",NA
"982578-RwnR","F00025-unb25",NA
"982577-YwnA","F00025-unb25",NA
"982672-nyMM","899829-AGA","M00107-du107"
"982675-nyMN2","982151-AAO","982155-NGM"
"982673-nyNO","899829-AGA","M00107-du107"
"982677-nyWW3","982151-AAO","982155-NGM"
"982674-nyYW","899829-AGA","653422-gNAM"
"982691-nyOO","899212-OGA",NA
"982692-nyYM2","899212-OGA","A30055-WAG"
"982697-nyGA","899481-brON","899830-MAG"
"982698-nyWW","899481-brON","899830-MAG"
"982705-boYG","982625-OWN","M00101-du101"
"982720-awYW","982639-MRM","982155-NGM"
"982741-boRO2","982607-WOB","M00095-du095"
"982742-boWG","982607-WOB","M00095-du095"
"982743-boYY","982607-WOB","M00095-du095"
"982735-nyWA","982658-MNR",NA
"982757-nyNG","982151-AAO","982155-NGM"
"982758-nyOM","982151-AAO","982155-NGM"
"982759-nyRA2","982151-AAO","982155-NGM"
"982800-boWA","982661-RYG",NA
"982828-TMN","899829-AGA","M00115-du115"
"982826-TOO","899829-AGA","M00115-du115"
"982827-TRY","899829-AGA","A30004-GAO"
"982851-TAR","982607-WOB","M00095-du095"
"982852-TBO","982607-WOB","M00095-du095"
"982849-TGG","982771-WYG","982666-NNR"
"982850-TMM","982771-WYG","982666-NNR"
"982848-TRA","982771-WYG","982666-NNR"
"982853-TWM","982607-WOB","M00095-du095"
"982879-gnGR","982662-AOG",NA
"982880-gnNY","982662-AOG","982663-BNA"
"982881-gnOW2","982662-AOG","982663-BNA"
"982899-gnMO","899212-OGA","899830-MAG"
"982900-gnNR","899212-OGA","653422-gNAM"
"A30008-TRG","598298-WAM","A30004-GAO"
"A30059-grMY","982771-WYG","A30466-YBY"
"A30060-grRA","982771-WYG","A30466-YBY"
"A30080-ngAA","981973-MNG","M00097-du097"
"A30081-ngOO2","981973-MNG","M00097-du097"
"A30079-ynGG","982607-WOB","982187-BGN"
"A30078-ynOM","982607-WOB","A58396-BOR"
"A30082-ynBA","982157-OAR","M00092-du092"
"A30083-ynMN","982157-OAR","M00092-du092"
"A30084-ynRG","982157-OAR","M00092-du092"
"A30107-waOW","A30035-MGA","981834-ANW"
"A30108-waYA","A30035-MGA","981834-ANW"
"A30111-grWB","A30038-OMN","981834-ANW"
"A30150-waGO","982625-OWN","M00101-du101"
"A30191-grAR2","A30056-MBG","M00098-du098"
"A30193-grNN","982607-WOB",NA
"A30192-grRY","982607-WOB",NA
"A30189-grYB","A30056-MBG","M00098-du098"
"A30199-ngMY","A30070-WGM",NA
"A30206-grNM","A30034-NBA","982645-BRO"
"A30216-ngBN","A30035-MGA","981834-ANW"
"A30217-ngOY","A30035-MGA","981834-ANW"
"A30218-ngRG","A30035-MGA","981834-ANW"
"A30257-grAN2","A30105-NRM",NA
"A30254-ynMO","982185-YOY","M00114-du114"
"A30253-ynNG","982185-YOY","M00114-du114"
"A30261-waBA","982638-YAO",NA
"A30262-waMM","982638-YAO",NA
"A30281-ngAY","982771-WYG","A30466-YBY"
"A30277-ngBG","A30204-NMO","982621-MBB"
"A30271-ngGN","899212-OGA","982654-ANY"
"A30279-ngMB","982771-WYG","A30466-YBY"
"A30280-ngON","982771-WYG","A30466-YBY"
"A30273-ngRM","899212-OGA","982652-NNG3"
"A30272-ngYB","899212-OGA","982652-NNG3"
"A30288-waRB","A30043-NYG","A30466-YBY"
"A30306-waBN","982607-WOB","A58396-BOR"
"A30305-waMG","982607-WOB","A58396-BOR"
"A30308-waWY","982607-WOB","A58396-BOR"
"A30340-NAN","A30343-WMO","982666-NNR"
"A30341-RYB","A30343-WMO",NA
"A30348-AgbG","F00019-unb19",NA
"A30350-AgrA","981973-MNG",NA
"A30349-RgbR","F00019-unb19",NA
"A30352-WgrW","981973-MNG",NA
"A30376-ArwY","A30347-BGR","982628-NMM"
"A30373-GrbW","982771-WYG","A30466-YBY"
"A30370-MrbM","982771-WYG",NA
"A30377-OrwM","A30347-BGR","982628-NMM"
"A30378-WrwB","A30347-BGR","982628-NMM"
"A30385-GynA","A30056-MBG",NA
"A30386-NynW","A30056-MBG",NA
"A30387-RynO","A30056-MBG",NA
"A30406-YrwY","A30041-WNB","982655-OAM"
"A30448-GgbA","981848-WGB","981834-ANW"
"A30451-RgbO","981848-WGB","981834-ANW"
"A30457-BrbN","A30343-WMO","A30346-BWG"
"A30465-GTY","982607-WOB","A58396-BOR"
"A30470-MTN","A30467-NNG","A30466-YBY"
"A30469-OTB","A30467-NNG","A30466-YBY"
"A30496-ArbA","982771-WYG","A58138-NBO"
"A30497-BrbG","982771-WYG",NA
"A58001-OrbG","A30034-NBA","981834-ANW"
"A30498-OrbR","982771-WYG",NA
"A30499-YrbW","982771-WYG","A58138-NBO"
"A58002-gbrAN","A30034-NBA","981834-ANW"
"A58009-RTG","A30041-WNB","982655-OAM"
"A58025-AgbO","A30358-RYY",NA
"A58026-NgbY","A30358-RYY",NA
"A58027-WgbM","A30358-RYY",NA
"A58052-MgbN","A30347-BGR","982628-NMM"
"A58053-OgbG","A30347-BGR","982628-NMM"
"A58054-WgbR","A30347-BGR","A30045-RBA"
"A58055-BgrN","A30330-WOR","A30466-YBY"
"A58056-MgrG","A30330-WOR","A30466-YBY"
"A58057-YrgB","A30330-WOR","A30346-BWG"
"A58064-BynO","F00024-unb24",NA
"A58065-NynM","F00024-unb24",NA
"A58062-RynG2","F00024-unb24",NA
"A58063-WynR","F00024-unb24",NA
"A58132-GGrb","982607-WOB","A58396-BOR"
"A58131-NBrb","982607-WOB","A58396-BOR"
"A58133-RYrb","982607-WOB","A58396-BOR"
"A58135-OWrb","A30347-BGR","A58134-MWM"
"A58136-GNbw","F00020-unb20","A30331-OAB"
"A58142-GYwr","981848-WGB","981834-ANW"
"A58137-OObw","F00020-unb20","A30331-OAB"
"A58143-MOwr","981848-WGB","981834-ANW"
"A58159-MNwr","A30409-BMA","981834-ANW"
"A58160-OYwr","A30409-BMA","981834-ANW"
"A58158-RBwr","A30409-BMA","981834-ANW"
"A58191-AOwr","A58104-AAW","A58329-RYO"
"A58192-NBwr","A58104-AAW","A58329-RYO"
"A58204-RMrb","A58382-GNW","A58386-MMM"
"A58202-WOrb","A58382-GNW","A58386-MMM"
"A58203-YArb","A58382-GNW","A58386-MMM"
"A58208-WOgn","A30347-BGR","A58134-MWM"
"A58209-YYgn","A30347-BGR","A58111-BWO"
"A58243-AMbw","A58097-GBG","M00112-du112"
"A58241-NObw","A58097-GBG","M00112-du112"
"A58244-GOno","981848-WGB","981834-ANW"
"A58245-MWno","981848-WGB","981834-ANW"
"A58260-GOwr","A30041-WNB","A58134-MWM"
"A58259-RNwr","A30041-WNB","A58134-MWM"
"A58261-YMwr","A30041-WNB","A58134-MWM"
"A58271-BYgn2","A58269-NYM","A30346-BWG"
"A58284-BYno","982607-WOB","A58396-BOR"
"A58270-GAgn","A58269-NYM","A30346-BWG"
"A58283-MGno","982607-WOB","A58396-BOR"
"A58281-ORno","982607-WOB","A58396-BOR"
"A58272-RRgn","A58269-NYM","A30346-BWG"
"A58282-RWno","982607-WOB","A58396-BOR"
"A58315-MWgn","F00020-unb20","A30331-OAB"
"A58314-RBgn","F00020-unb20","A30331-OAB"
"A58330-MAno","A30034-NBA","A58329-RYO"
"A58368-AWno","982607-WOB","A58396-BOR"
"A58367-YRno","982607-WOB","A58396-BOR"
"A58372-BAgn","F00026-unb26",NA
"A58371-OMgn","F00026-unb26",NA
"A58384-YBwr","A58382-GNW","A58386-MMM"
"A58446-sOan","982185-YOY",NA
"A58460-sTrg","982595-OWR","982617-YBW"
"A58464-sGnw3","A30041-WNB","A58638-jYow"
"A58462-sOgn2","A30041-WNB","A58638-jYow"
"A58463-sYar2","A30041-WNB","A58638-jYow"
"A58470-sARnw2","A58672-jOwr","A30331-OAB"
"A58469-sOrg2","A58672-jOwr","A58386-MMM"
"A58482-sBar2","A58434-AAN","A58427-MOB"
"A58481-sRWbw","A58434-AAN","A58427-MOB"
"A58483-sYgn2","A58434-AAN","A58427-MOB"
"A58490-sRWry","A58418-MNA",NA
"A58491-sTbo","A58418-MNA",NA
"A58497-sNbo2","A58495-sBrg","982652-NNG3"
"A58496-sTyb2","A58495-sBrg","A58111-BWO"
"A58606-jNnw2","A58404-BBY","A58433-BBM"
"A58607-jObo2","A58404-BBY","A58433-BBM"
"A58604-jRWar2","A58404-BBY","A30444-RNN"
"A58605-jYwg2","A58404-BBY","A30444-RNN"
"A58625-jGnr3","A58493-sBow","A58179-RGA"
"A58637-jARwr","A30041-WNB","982652-NNG3"
"A58635-jGgn2","A30041-WNB","982652-NNG3"
"A58636-jOrg","A30041-WNB","982652-NNG3"
"A58663-jARbo2","A58430-MBN","A58179-RGA"
"A58657-jMrg","A58411-WBW","A58655-jOrb"
"A58664-jRWyb2","A58430-MBN","A58179-RGA"
"A58658-jWar2","A58093-AAG","A58169-MYG"
"A58673-jARry","A58672-jOwr","A30331-OAB"
"A58680-jRNbo2","982185-YOY","A59044-zWwo"
"A58681-jRWnr","982185-YOY","A59044-zWwo"
"A58682-jTar","982185-YOY","A59044-zWwo"
"A58683-jWyb3","982185-YOY","A59044-zWwo"
"A58695-jRWar","A58495-sBrg","982652-NNG3"
"A58697-jWry2","A58495-sBrg","A58111-BWO"
"A58696-jYnw2","A58495-sBrg","A58111-BWO"
"A58521-hGbo","A58404-BBY","A58433-BBM"
"A58520-hNrg","A58404-BBY","A58433-BBM"
"A58518-hRWyn","A58404-BBY","A58433-BBM"
"A58536-hWow","A58426-RNM","A30444-RNN"
"A58540-hARyb","A58406-WMN",NA
"A58538-hOba","A30358-RYY","A58179-RGA"
"A58539-hWnw","A30358-RYY","A58179-RGA"
"A58543-hNrb","A58430-MBN","A58179-RGA"
"A58542-hRWow","A58430-MBN","A58179-RGA"
"A58544-hYar","A58430-MBN","A58179-RGA"
"A58707-uNwo","A58101-ONN","A59044-zWwo"
"A58709-uYyr","A58411-WBW","A58655-jOrb"
"A58734-uWny2","A58564-hMgw",NA
"A58749-uBwo","A58576-hRNwr","A58575-hMan"
"A58748-uNRgr","A58576-hRNwr","A58575-hMan"
"A58783-uGwvw","A58404-BBY","A58433-BBM"
"A58786-uNRbg","A58404-BBY","A30444-RNN"
"A58784-uWrn","A58404-BBY","A30444-RNN"
"A58785-uYogo","A58404-BBY","A30444-RNN"
"A58810-pBna","A30358-RYY","A58581-hWgb"
"A58811-pGogo","A30358-RYY","A58581-hWgb"
"A58809-pNRgw2","A30358-RYY","A58581-hWgb"
"A58830-pGrn","A58564-hMgw","982652-NNG3"
"A58832-pNRob","A58564-hMgw","982652-NNG3"
"A58831-pWyr","A58564-hMgw","982652-NNG3"
"A58839-pNRra","A58434-AAN","A58580-hWar"
"A58841-pOgw","A58434-AAN","A58580-hWar"
"A58840-pYwo","A58434-AAN","A58580-hWar"
"A58849-pGwo","A58101-ONN","A59044-zWwo"
"A58865-pBWogo","A58404-BBY","A30444-RNN"
"A58859-pGbr","A58495-sBrg","A58433-BBM"
"A58864-pNRrw","A58404-BBY","A30444-RNN"
"A58862-pWgr","A58404-BBY","A30444-RNN"
"A58863-pYwn","A58404-BBY","A30444-RNN"
"A58869-pBgw","A58493-sBow","A58563-hARgn"
"A58888-pBWrw","A58411-WBW",NA
"A58889-pGNwvw","A58411-WBW","A58655-jOrb"
"A58886-pMrbr","A58411-WBW","A58655-jOrb"
"A58887-pNRgw","A58411-WBW","A58655-jOrb"
"A58930-fBWny","A30358-RYY","A58581-hWgb"
"A58934-fGob","A58406-WMN","A59044-zWwo"
"A58927-fMbr","A30358-RYY","A58581-hWgb"
"A58935-fMwn","A58406-WMN","A59044-zWwo"
"A58937-fNRogo","A58406-WMN","A59044-zWwo"
"A58932-fNbg","A58577-hMba",NA
"A58928-fOgw","A30358-RYY","A58581-hWgb"
"A58929-fYogo","A30358-RYY","A58581-hWgb"
"A58944-fBWbg","A58418-MNA","A59044-zWwo"
"A58946-fGogo","A58418-MNA","A59044-zWwo"
"A58947-fOrw","A58418-MNA","A59044-zWwo"
"A58941-fWab","A58579-hBgn",NA
"A58942-fYbr","A58579-hBgn",NA
"A58977-fMob","A58576-hRNwr","A58575-hMan"
"A59001-zNwo","A58495-sBrg","A58433-BBM"
"A59002-zWgw","A58495-sBrg","A58433-BBM"
"A59005-zOrn","A30358-RYY","A58581-hWgb"
"A59006-zYgw","A30358-RYY","A58581-hWgb"
"A59101-lByby","A59064-zYwn","A58581-hWgb"
"A59102-lGnw","A59064-zYwn","A58581-hWgb"
"A59103-lNrg","A59064-zYwn","A58581-hWgb"
"A59106-lOan","A58578-hMyn","A58581-hWgb"
"A59107-lWow","A58578-hMyn","A58581-hWgb"
"A59111-lRAyn","A58411-WBW","A58655-jOrb"
"A59118-lNyby","A58671-jMgn","A59054-zYra"
"A59123-lRAaba","A58564-hMgw","A30444-RNN"
"A59134-lNYnr","A59031-zBny",NA
"A59139-lOwr","A59057-zNgr","A59058-zMyr"
"A59140-lWba","A59057-zNgr","A59058-zMyr"
"A59155-lGwg","A58101-ONN",NA
"A59165-lGwr","A58579-hBgn",NA
"A59176-lByn","A59061-zYrw","A58580-hWar"
"A59177-lMrb","A59061-zYrw","A58580-hWar"
"A59175-lNYba","A59061-zYrw","A58580-hWar"
"A59174-lRAyby","A59061-zYrw","A58580-hWar"
"A59201-cNbwb","A58110-BBW","A59058-zMyr"
"A59206-cBar","A58411-WBW","A58655-jOrb"
"A59207-cGrg","A58411-WBW","A58655-jOrb"
"A59208-cNwr","A58411-WBW","A58655-jOrb"
"A59209-cOba","A58411-WBW","A59038-zBWng"
"A59230-cObwb","A59051-zBgw",NA
"A59249-cBrb","A58564-hMgw","982652-NNG3"
"A59251-cRAbwb","A58564-hMgw","982652-NNG3"
"A59250-cYry","A58564-hMgw","A30444-RNN"
"A59253-cMar","A58495-sBrg","A59062-zWbr"
"A59277-cMan","A59057-zNgr","A59058-zMyr"
"A59065-zOyb","A59057-zNgr",NA
"A59289-cOow","A30041-WNB","A30444-RNN"
"A59295-cGwr","A58411-WBW","A59041-zGgw"
"A59296-cMnw","A58411-WBW","A58655-jOrb"
"A59325-sNna","A58101-ONN",NA
"A59403-iGgn","A58110-BBW",NA
"A59402-iMow","A58110-BBW","A59058-zMyr"
