"bird_id","dam","sire","social_male","social_male_dummy"
"16_9E02","X552297","L969933","L969933","L969933"
"16_117E02","D518554","D518552","D518552","D518552"
"16_148E01","D518509","D518502","D518502","D518502"
"16_A40E03","D518554","D518552","D518552","D518552"
"16_A4E02","D518550","D518556","D518556","D518556"
"16_A14E01","X552491","D517363","D517363","D517363"
"16_117E04","D518554","D518552","D518552","D518552"
"16_152E04","D518546","D517572","D517572","D517572"
"16_A40E05","D518554","D518552","D518552","D518552"
"16_89E07","D518521","D517766","D517766","D517766"
"16_A14E03","X552491","D517363","D517363","D517363"
"16_59E07","X552446","16_30M",NA,"16_30M"
"16_95E06","X552204","D518545","D518545","D518545"
"16_117E06","D518554","D518552","D518552","D518552"
"16_A15E01","D518559","D517323","D517323","D517323"
"16_A15E02","16_A15F","16_A15M",NA,"16_A15M"
"16_129E06","X552486","X552484","X552484","X552484"
"16_9E07","X552204","D518545","D518545","D518545"
"16_A40E07","D518554","D518552","D518552","D518552"
"16_A14E05","X552491","D517363","D517363","D517363"
"16_2E03","D518599","D518598","D518598","D518598"
"16_A13E02","D518566","D518564","D518564","D518564"
"16_56E08","D518511","D518542","D518542","D518542"
"16_A27E11","X552486","X552484","X552484","X552484"
"16_156E01","X552362","X552485","X552485","X552485"
"16_175E01","D518577","D518571","D518571","D518571"
"16_50E09","X552403","D517489","D517489","D517489"
"16_87E12","D517558","D517649","D517649","D517649"
"16_150E07","D518475","16_150M",NA,"16_150M"
"16_113E03","D518568","16_113M",NA,"16_113M"
"16_25E01","D518586","16_139M",NA,"16_139M"
"16_156E02","16_156F","16_156M",NA,"16_156M"
"16_156E03","X552362","X552485","X552485","X552485"
"16_A19E01","X552426","X552450","X552450","X552450"
"16_A25E08","D518579","D518598","D518598","D518598"
"16_A7E10","D518536","D518510","D518510","D518510"
"16_113E05","D518568","16_113M",NA,"16_113M"
"16_25E03","D518586","16_139M",NA,"16_139M"
"16_156E04","16_156F","16_156M",NA,"16_156M"
"16_156E05","X552362","X552485","X552485","X552485"
"16_A35E08","X552492","16_A35M",NA,"16_A35M"
"16_2E11","D518599","D518598","D518598","D518598"
"16_A34E06","D518568","16_113M",NA,"16_113M"
"16_A31E04","X552426","X552450","X552450","X552450"
"16_113E07","D518568","16_113M",NA,"16_113M"
"16_25E05","D518586","16_139M",NA,"16_139M"
"16_156E06","16_156F","16_156M",NA,"16_156M"
"16_175E06","D518572","16_175M",NA,"16_175M"
"16_156E07","X552362","X552485","X552485","X552485"
"16_A34E08","D518568","16_113M",NA,"16_113M"
"16_139E06","D518586","16_139M",NA,"16_139M"
"16_113E09","D518568","16_113M",NA,"16_113M"
"16_25E07","D518586","16_139M",NA,"16_139M"
"16_156E08","16_156F","16_156M",NA,"16_156M"
"16_156E09","X552362","X552485","X552485","X552485"
"16_25E09","D518586","16_139M",NA,"16_139M"
"16_156E10","16_156F","16_156M",NA,"16_156M"
"16_A22E01","16_A22F","16_A22M",NA,"16_A22M"
"16_162E07","D518590","16_162M",NA,"16_162M"
"16_A1B","16_A1F",NA,NA,"16_A1M"
"16_A1RB","16_A1F",NA,NA,"16_A1M"
"16_A1LR","16_A1F",NA,NA,"16_A1M"
"16_A1A","16_A1F",NA,NA,"16_A1M"
"16_A1N","16_A1F",NA,NA,"16_A1M"
"16_101L","16_A1F",NA,NA,"16_A1M"
"16_101R","16_A1F",NA,NA,"16_A1M"
"16_101B","16_A1F",NA,NA,"16_A1M"
"16_101RB","16_A1F",NA,NA,"16_A1M"
"16_159LT","D518565",NA,"D517646","D517646"
"16_A2LT","X552422",NA,NA,"16_A2M"
"16_A2N","16_33F",NA,NA,"16_33M"
"16_A10RB","D518558",NA,"D518555","D518555"
"16_139A","D518575",NA,"D517489","D517489"
"16_A38N","X552291",NA,NA,"16_A38M"
"16_A20R","D518591",NA,NA,"16_A20M"
"16_A20RB","D518591",NA,NA,"16_A20M"
"16_44L","16_44F",NA,NA,"16_44M"
"16_44R","16_44F",NA,NA,"16_44M"
"16_44LB","16_44F",NA,NA,"16_44M"
"16_64H01","D518541",NA,"D517444","D517444"
"16_70H01","D518519",NA,"X551786","X551786"
"16_95H01","X552204",NA,"D518545","D518545"
"16_A20H01","D518591",NA,NA,"16_A20M"
"16_A39H01","16_156F",NA,NA,"16_156M"
"16_166H01","X552492",NA,NA,"16_A35M"
"16_A18H01","D518576",NA,"D517790","D517790"
"16_44H01","16_44F",NA,NA,"16_44M"
"16_44H02","16_44F",NA,NA,"16_44M"
"16_44H03","16_44F",NA,NA,"16_44M"
"16_93H01","16_93F",NA,"D518592","D518592"
"16_93H02","16_93F",NA,"D518592","D518592"
"16_93H03","16_93F",NA,"D518592","D518592"
"Z650267","D518593","Z650130","Z650130","Z650130"
"Z650266","D518593","Z650130","Z650130","Z650130"
"Z650265","X552497","17_C23",NA,"17_A42M"
"17_A42RB","X552497","17_C23",NA,"17_A42M"
"17_A42LR","D518593","Z650130","Z650130","Z650130"
"Z650271","D518593","Z650130","Z650130","Z650130"
"Z650270","X552497","17_C23",NA,"17_A42M"
"Z650269","D518593","Z650130","Z650130","Z650130"
"Z650268","X552497","17_C23",NA,"17_A42M"
"Z650274","D518596","17_C19",NA,"17_A39M"
"Z650275","D518596","17_C19",NA,"17_A39M"
"Z650276","X552488","17_C18",NA,"17_A21M"
"17_A21LB","X552488","17_C18",NA,"17_A21M"
"Z650272","X552488","17_C18",NA,"17_A21M"
"17_A21LR","X552488","17_C18",NA,"17_A21M"
"17_A21A","X552488","17_C18",NA,"17_A21M"
"Z650273","D518596","17_C19",NA,"17_A39M"
"17_A21N","D518596","17_C19",NA,"17_A39M"
"Z650284","D517500","D518525","D518525","D518525"
"Z650282","D517500","D518525","D518525","D518525"
"Z650278","X552486","X552484","X552484","X552484"
"Z650281","X552486","X552484","X552484","X552484"
"Z650279","X552486","X552484","X552484","X552484"
"Z650280","D517500","D518525","D518525","D518525"
"Z650277","X552486","X552484","X552484","X552484"
"Z650283","D517500","D518525","D518525","D518525"
"Z650294","D518551","D518594","D518594","D518594"
"Z650292","D518551","D518594","D518594","D518594"
"Z650287","D518551","D518594","D518594","D518594"
"Z650290","X552488","17_C18",NA,"17_A21M"
"Z650285","X552488","17_C18",NA,"17_A21M"
"Z650291","D518551","D518594","D518594","D518594"
"Z650288","X552488","17_C18",NA,"17_A21M"
"Z650286","X552488","17_C18",NA,"17_A21M"
"Z650289","D518551","D518594","D518594","D518594"
"Z650293","X552488","17_C18",NA,"17_A21M"
"Z650295","D518897","D518971","D518971","D518971"
"Z650297","D518595","D518578","D518578","D518578"
"Z650299","D518897","D518971","D518971","D518971"
"Z650296","D518897","D518971","D518971","D518971"
"Z650300","D518595","D518578","D518578","D518578"
"Z650298","D518897","D518971","D518971","D518971"
"Z650314","D518551","D518594","D518594","D518594"
"Z650317","D518596","17_C19",NA,"17_A39M"
"Z650316","D518551","D518594","D518594","D518594"
"Z650318","D518596","17_C19",NA,"17_A39M"
"Z650319","D518551","D518594","D518594","D518594"
"Z650313","D518551","D518594","D518594","D518594"
"Z650312","D518551","D518594","D518594","D518594"
"Z650315","D518596","17_C19",NA,"17_A39M"
"Z650320","D518596","17_C19",NA,"17_A39M"
"Z650308","D518593","Z650130","Z650130","Z650130"
"Z650304","D518593","Z650130","Z650130","Z650130"
"Z650303","X552497","17_C23",NA,"17_A42M"
"Z650306","D518593","Z650130","Z650130","Z650130"
"Z650301","X552497","17_C23",NA,"17_A42M"
"Z650310","X552497","17_C23",NA,"17_A42M"
"Z650311","X552497","17_C23",NA,"17_A42M"
"Z650302","X552497","17_C23",NA,"17_A42M"
"17_A52RT","D518593","17_C24","Z650130","Z650130"
"Z650305","D518593","Z650130","Z650130","Z650130"
"Z650309","D518593","Z650130","Z650130","Z650130"
"Z650307","D518593","Z650130","Z650130","Z650130"
"17_A9L","17_A9F","17_C25",NA,"17_A9M"
"Z650322","D518595","D518578","D518578","D518578"
"Z650328","17_A9F","17_C25",NA,"17_A9M"
"Z650323","17_A9F","17_C25",NA,"17_A9M"
"Z650327","17_A9F","17_C25",NA,"17_A9M"
"Z650324","D518595","D518578","D518578","D518578"
"Z650321","D518595","D518578","D518578","D518578"
"Z650325","D518595","D518578","D518578","D518578"
"Z650326","17_A9F","17_C25",NA,"17_A9M"
"Z650329","17_A9F","17_C33",NA,"17_A9M"
"Z650340","X552487","X552483","X552483","X552483"
"Z650344","D518883","Z650063","D518769","D518769"
"Z650342","D518883","S955640","D518769","D518769"
"Z650345","X552487","X552483","X552483","X552483"
"Z650339","X552487","17_C34","X552483","X552483"
"17_3LR","X552487","X552483","X552483","X552483"
"Z650341","D518883","D518769","D518769","D518769"
"Z650343","D518883","D518769","D518769","D518769"
"Z650333","D518560","D518953","D517323","D517323"
"Z650337","D518560","D518953","D517323","D517323"
"Z650334","S955605","D517323","D518747","D518747"
"Z650332","S955605","D518747","D518747","D518747"
"Z650331","S955605","D518747","D518747","D518747"
"Z650338","D518560","D518953","D517323","D517323"
"Z650335","D518560","D517323","D517323","D517323"
"Z650336","S955605","D518747","D518747","D518747"
"Z650330","S955605","D518747","D518747","D518747"
"Z650361","D518509","D517057","D517057","D517057"
"Z650359","D518509","D517057","D517057","D517057"
"Z650358","D518509","D517057","D517057","D517057"
"Z650355","S955603","D518597","D518597","D518597"
"Z650357","S955603","D518597","D518597","D518597"
"Z650360","S955603","D518597","D518597","D518597"
"Z650356","S955603","D518597","D518597","D518597"
"17_A12N","D518509","D518501","D517057","D517057"
"Z650351","D517677","17_C22","X552450","X552450"
"Z650348","D517677","D518515","X552450","X552450"
"Z650354","D517677","D518515","X552450","X552450"
"Z650346","D518560","D517323","D517323","D517323"
"Z650349","D518560","D517323","D517323","D517323"
"Z650347","D518560","D518953","D517323","D517323"
"Z650353","D517677","17_C22","X552450","X552450"
"Z650352","D518560","D518953","D517323","D517323"
"17_A31RT","D517677","17_C22","X552450","X552450"
"Z650350","D518560","D517323","D517323","D517323"
"Z650380","D518579","D518732","D518732","D518732"
"Z650378","D378335","D517489","D517489","D517489"
"Z650377","D378335","D517489","D517489","D517489"
"Z650381","D378335","D517489","D517489","D517489"
"Z650379","D378335","D517489","D517489","D517489"
"Z650375","D378335","D517489","D517489","D517489"
"Z650376","D518579","D518732","D518732","D518732"
"Z650374","X552440","D518873","D518873","D518873"
"Z650372","D518748","17_C37","D518676","D518676"
"Z650371","D518748","D518676","D518676","D518676"
"Z650373","X552440","D518873","D518873","D518873"
"Z650364","D518511","D518542","D518542","D518542"
"Z650368","S955611","D518786","D518786","D518786"
"Z650367","S955611","D518786","D518786","D518786"
"Z650366","D518511","D518542","D518542","D518542"
"Z650370","D518511","D518542","D518542","D518542"
"Z650363","S955611","17_C35","D518786","D518786"
"Z650365","D518511","17_C36","D518542","D518542"
"Z650362","S955611","D518786","D518786","D518786"
"Z650369","S955611","D518786","D518786","D518786"
"Z650393","D518536","D518548","D518548","D518548"
"Z650395","D518536","D518548","D518548","D518548"
"Z650392","D518536","D518548","D518548","D518548"
"Z650390","D518536","D518548","D518548","D518548"
"Z650389","D518536","D518548","D518548","D518548"
"Z650396","D518536","D518548","D518548","D518548"
"Z650391","D518965","Z650176","Z650176","Z650176"
"Z650394","D518536","D518548","D518548","D518548"
"Z650384","17_A24F","X552490",NA,"17_A24M"
"Z650383","X552487","17_C34","X552483","X552483"
"Z650382","17_A24F","X552490",NA,"17_A24M"
"Z650385","X552487","X552483","X552483","X552483"
"Z650387","17_A24F","X552490",NA,"17_A24M"
"Z650386","X552487","X552483","X552483","X552483"
"Z650388","X552487","17_C34","X552483","X552483"
"Z650432","D518559","S955618","S955618","S955618"
"Z650428","D518506","S955602","S955602","S955602"
"Z650429","D518559","S955618","S955618","S955618"
"Z650433","D518506","S955602","S955602","S955602"
"Z650430","D518506","S955602","S955602","S955602"
"Z650431","D518506","S955602","S955602","S955602"
"Z650419","D517500","D518525","D518525","D518525"
"Z650425","X552486","X552484","X552484","X552484"
"Z650420","X552486","D518807","X552484","X552484"
"Z650427","D517500","D518525","D518525","D518525"
"Z650426","X552486","X552484","X552484","X552484"
"Z650417","D517500","D518525","D518525","D518525"
"Z650423","D517500","D518525","D518525","D518525"
"Z650424","X552486","X552484","X552484","X552484"
"Z650422","D517500","D518525","D518525","D518525"
"Z650421","D517500","D518525","D518525","D518525"
"Z650418","D517500","D518525","D518525","D518525"
"Z650414","S955601","17_C39","D518877","D518877"
"Z650410","S955601","D518877","D518877","D518877"
"Z650411","X552491","X552490",NA,"17_A26M"
"Z650413","X552491","D517363",NA,"17_A26M"
"Z650415","S955601","D518877","D518877","D518877"
"Z650416","S955601","D518877","D518877","D518877"
"Z650412","X552491","X552490",NA,"17_A26M"
"Z650401","D518897","D518971","D518971","D518971"
"Z650402","17_A9F","17_C25",NA,"17_A9M"
"Z650409","17_A9F","17_C25",NA,"17_A9M"
"Z650400","17_A9F","17_C25",NA,"17_A9M"
"Z650397","17_A9F","17_C25",NA,"17_A9M"
"Z650406","D518897","D518971","D518971","D518971"
"Z650403","D518897","D518971","D518971","D518971"
"Z650407","D518897","17_C38","D518971","D518971"
"Z650398","17_A9F","17_C25",NA,"17_A9M"
"Z650404","D518897","X552477","D518971","D518971"
"Z650399","D518897","D518971","D518971","D518971"
"Z650408","D518897","D518971","D518971","D518971"
"17_170L","17_170F","17_C4",NA,"17_170M"
"17_170R","S955620","D518574","D518574","D518574"
"17_170B","S955620","D518574","D518574","D518574"
"17_170A","17_170F","S955974",NA,"17_170M"
"17_170RB","17_170F","S955974",NA,"17_170M"
"17_170N","S955620","17_C5","D518574","D518574"
"17_A24L","D518883","S955640","D518769","D518769"
"17_A24R","D518883","D518769","D518769","D518769"
"17_A24B","D518883","D518769","D518769","D518769"
"17_A24LB","17_A24F","X552490",NA,"17_A24M"
"17_A24RB","D518883","Z650063","D518769","D518769"
"17_A24N","17_A24F","X552490",NA,"17_A24M"
"Z650441","D518882","D517936","D517936","D517936"
"Z650434","D518882","D517936","D517936","D517936"
"Z650435","X552493","D518515","D518515","D518515"
"Z650439","D518882","D517936","D517936","D517936"
"Z650438","X552493","D518515","D518515","D518515"
"Z650436","X552493","D518515","D518515","D518515"
"Z650440","D518882","D517936","D517936","D517936"
"Z650437","X552493","D518515","D518515","D518515"
"Z650463","D518721","S955606","S955606","S955606"
"Z650467","D518721","S955606","S955606","S955606"
"Z650469","D518721","S955606","S955606","S955606"
"Z650462","D518721","S955606","S955606","S955606"
"Z650465","D518721","S955606","S955606","S955606"
"Z650468","D518721","S955606","S955606","S955606"
"Z650466","D518721","S955606","S955606","S955606"
"Z650470","S955604","D518592","D518592","D518592"
"17_19RT","S955604","D518873","D518592","D518592"
"Z650461","D518721","S955606","S955606","S955606"
"Z650464","D518721","D518525","S955606","S955606"
"17_86L","17_170F","S955974",NA,"17_170M"
"17_86R","17_170F","D517323",NA,"17_170M"
"17_86LB","17_86F","D517526",NA,"17_86M"
"17_86RB","17_86F","D518682",NA,"17_86M"
"17_86LR","17_86F","D517526",NA,"17_86M"
"17_86N","17_86F","D518682",NA,"17_86M"
"Z650459","D378335","D517489","D517489","D517489"
"Z650460","S955604","D518860","D518592","D518592"
"Z650457","D378335","D517489","D517489","D517489"
"Z650456","S955604","D518592","D518592","D518592"
"Z650454","S955604","X552477","D518592","D518592"
"Z650455","S955604","D518592","D518592","D518592"
"Z650458","S955604","D518592","D518592","D518592"
"Z650452","Z650114","X552477","X552477","X552477"
"Z650450","Z650114","X552477","X552477","X552477"
"Z650449","D518539","D518501","D518501","D518501"
"Z650451","Z650114","X552477","X552477","X552477"
"Z650447","D518539","D518501","D518501","D518501"
"Z650453","Z650114","X552477","X552477","X552477"
"Z650448","D518539","D518501","D518501","D518501"
"Z650443","S955605","D518747","D518747","D518747"
"Z650446","S955605","D518747","D518747","D518747"
"Z650444","D517677","D518515","X552450","X552450"
"Z650445","D517677","X552450","X552450","X552450"
"Z650442","D517677","X552450","X552450","X552450"
"17_175N","S955605","D518747","D518747","D518747"
"17_6L","D518519","X551786","X551786","X551786"
"17_6R","D518673","S955940",NA,"17_6M"
"17_6B","D518519","X551786","X551786","X551786"
"S955535","S955621","Z650154","Z650154","Z650154"
"S955540","S955621","Z650154","Z650154","Z650154"
"S955539","D517324","17_C28",NA,"17_40M"
