ID	Sire	Dam
1730	NA	1731
1729	NA	1731
1726	NA	1731
51	1459	1735
1883	NA	1737
1881	1973	1737
1882	NA	1737
1721	NA	1747
1720	NA	1747
499	NA	1749
3530	3301	1765
3533	3874	1765
3532	342	1765
3531	304	1765
4406	NA	1768
4404	NA	1768
4403	4674	1768
4405	1484	1768
2266	NA	1769
1965	NA	1772
1968	NA	1772
1969	NA	1772
1967	3702	1772
1970	NA	1772
1966	1617	1772
4676	NA	1778
4678	4800	1778
4674	1110	1778
4675	1446	1778
4677	4800	1778
4673	201	1778
2119	4800	1779
2113	1707	1779
2112	NA	1779
2115	1474	1779
2116	3874	1779
2120	257	1779
2108	4843	1779
2114	1125	1779
2109	5133	1779
2107	257	1779
2118	2347	1779
2111	4675	1779
2110	2538	1779
2117	2347	1779
2930	3872	1781
2928	1943	1781
2926	5156	1781
2927	4675	1781
2929	1899	1781
2931	1457	1781
1591	470	1788
1585	4445	1788
1589	48	1788
1590	470	1788
1587	3128	1788
1584	NA	1788
1586	4445	1788
1588	540	1788
2778	4035	1789
2777	4035	1789
2774	3274	1789
2776	470	1789
2775	4332	1789
3016	1452	1793
3018	1660	1793
3017	NA	1793
400	193	1794
401	NA	1794
4854	NA	1796
4850	3529	1796
4855	NA	1796
4852	4445	1796
4849	905	1796
4853	NA	1796
4851	4445	1796
4856	470	1796
4848	NA	1796
2746	1177	1798
2747	NA	1798
2742	1702	1798
2743	NA	1798
2749	4059	1798
2744	4656	1798
2748	4839	1798
2750	1702	1798
2745	1125	1798
4733	184	1805
4734	184	1805
1641	NA	1806
1639	NA	1806
1640	NA	1806
486	2899	1812
487	NA	1812
488	4538	1812
483	NA	1812
485	4446	1812
484	4008	1812
3563	NA	1816
3562	NA	1816
1814	2209	1817
1816	NA	1817
1811	NA	1817
1812	NA	1817
1815	NA	1817
1813	NA	1817
1850	1465	1820
1851	NA	1820
1849	2630	1820
1412	2630	1820
1848	NA	1820
1853	NA	1820
1852	1455	1820
1592	NA	1821
1596	NA	1821
1598	3994	1821
1595	NA	1821
1594	NA	1821
1593	1509	1821
1597	NA	1821
751	1910	1833
1034	NA	1846
1035	1465	1846
1033	NA	1846
1036	NA	1846
1093	NA	1848
1092	1801	1848
1091	NA	1848
3216	NA	1866
3217	4943	1866
3218	436	1866
4254	NA	1877
4252	701	1877
4253	3274	1877
4257	3965	1877
4255	162	1877
4256	1456	1877
4251	5161	1877
4250	4843	1877
1827	512	1901
1828	4754	1901
1904	4688	1920
237	NA	1947
238	NA	1947
241	NA	1947
239	NA	1947
236	NA	1947
240	NA	1947
1952	NA	1950
909	NA	1959
3295	NA	1965
3296	NA	1965
4497	510	1975
4499	5186	1975
4495	3018	1975
4496	4144	1975
4494	1873	1975
4498	NA	1975
3661	2077	1976
3658	NA	1976
3659	4144	1976
3657	3147	1976
3660	NA	1976
2018	4677	1979
2017	4677	1979
2298	1973	1982
3049	3836	1987
3050	3836	1987
3051	2960	1987
3052	250	1987
3048	2527	1987
5121	177	1988
5123	250	1988
5122	250	1988
4208	4196	1989
4207	3989	1989
4211	4059	1989
4212	5136	1989
4210	NA	1989
4205	591	1989
4206	4313	1989
4209	4196	1989
34	3515	1990
31	769	1990
30	4928	1990
33	1844	1990
32	1844	1990
29	250	1990
420	4059	1991
422	4059	1991
418	1177	1991
421	4059	1991
419	3515	1991
416	3989	1991
417	4928	1991
2263	4843	1994
2258	1642	1994
2261	28	1994
2262	NA	1994
2259	4023	1994
2264	2490	1994
2260	NA	1994
185	3875	2002
183	4925	2002
182	201	2002
188	NA	2002
187	1081	2002
184	4313	2002
186	769	2002
4395	3323	2005
4397	257	2005
4398	NA	2005
4394	3528	2005
4396	1910	2005
4219	NA	2020
4215	4211	2020
4213	3328	2020
4216	NA	2020
4220	1456	2020
4221	NA	2020
4218	1943	2020
4214	NA	2020
4217	NA	2020
4245	4674	2043
4246	701	2043
4242	3528	2043
4243	184	2043
4244	162	2043
4247	257	2043
4248	257	2043
10	1450	2050
11	5037	2050
450	NA	2055
452	NA	2055
448	377	2055
451	4527	2055
449	4746	2055
2053	4600	2061
2056	3595	2061
2058	5297	2061
2054	NA	2061
2060	377	2061
2059	4304	2061
2055	3595	2061
2057	NA	2061
1419	5297	2061
2066	NA	2068
2067	NA	2068
2061	NA	2068
2063	NA	2068
2065	NA	2068
2062	NA	2068
2064	NA	2068
978	4501	2072
5198	NA	2078
897	4230	2080
899	NA	2080
898	786	2080
4094	NA	2082
4679	512	2089
4680	3146	2089
4681	2605	2089
3077	NA	2091
3074	5332	2091
3076	5186	2091
3073	NA	2091
3075	5332	2091
398	5332	2092
2694	2179	2099
2703	2451	2099
2701	3126	2099
2700	4664	2099
2693	3312	2099
2698	4675	2099
2697	1705	2099
2695	2538	2099
2704	2215	2099
2702	2138	2099
2699	4501	2099
2696	4675	2099
3949	565	2102
3952	4445	2102
3953	5126	2102
3956	512	2102
3946	184	2102
3948	565	2102
3954	5126	2102
3947	1961	2102
3955	4445	2102
3950	711	2102
3951	1147	2102
657	4688	2109
658	4500	2109
656	1093	2109
4085	4688	2114
4083	4688	2114
4082	2302	2114
4081	257	2114
4086	4507	2114
4087	184	2114
4084	4688	2114
4088	257	2114
4150	3528	2116
4152	591	2117
4151	1457	2117
3945	4849	2119
3942	4688	2119
3943	3274	2119
3940	NA	2119
3944	1873	2119
3941	4674	2119
872	3527	2120
874	3527	2120
873	2184	2120
4727	3554	2121
4726	NA	2121
4728	2767	2121
4730	4111	2121
4731	NA	2121
4729	3301	2121
5297	2209	2128
5298	4008	2128
5300	2899	2128
5296	1477	2128
5301	NA	2128
5302	NA	2128
5299	NA	2128
2123	447	2132
2124	3201	2132
2126	NA	2132
2122	NA	2132
2125	NA	2132
2121	5289	2132
2127	4566	2132
4280	NA	2133
4279	NA	2133
4277	NA	2133
4278	2899	2133
2131	NA	2136
2132	2209	2136
2129	NA	2136
2133	2209	2136
2130	NA	2136
2134	NA	2136
2128	4600	2136
2135	NA	2136
2195	5037	2144
2194	3894	2144
2197	427	2144
2196	2048	2144
287	2589	2148
289	2077	2148
288	4144	2148
286	3894	2148
2342	4707	2156
2414	1822	2158
2416	1705	2158
2412	4839	2158
2413	1455	2158
2410	4506	2158
2409	1448	2158
2408	1457	2158
2411	1447	2158
2415	3994	2158
4341	3872	2161
4345	3994	2161
4344	NA	2161
4342	682	2161
4343	1453	2161
4644	1093	2162
4645	4552	2162
4640	2157	2162
4642	2021	2162
4643	4506	2162
4639	3528	2162
4641	1453	2162
4135	3837	2175
4131	NA	2175
4132	5320	2175
4134	3323	2175
4137	1899	2175
4133	1094	2175
4136	4115	2175
4153	1451	2199
139	4408	2201
134	2522	2201
138	3965	2201
132	NA	2201
133	701	2201
136	3147	2201
135	1873	2201
137	4754	2201
2229	3429	2205
2227	NA	2205
2228	4122	2205
927	1599	2207
3586	1134	2216
3585	NA	2216
3587	37	2216
5169	NA	2222
5167	NA	2222
5166	NA	2222
5168	NA	2222
5164	NA	2222
5165	NA	2222
3	4408	2237
1	5332	2237
2	4408	2237
1582	4843	2245
1581	4259	2245
1575	3989	2245
1573	3323	2245
1572	5320	2245
1577	4069	2245
1578	3323	2245
1574	4925	2245
