ID	Sire	Dam
1579	4839	2245
1576	4925	2245
1580	4259	2245
1621	4259	2247
1611	4688	2247
1617	4839	2247
1615	4925	2247
1613	1705	2247
1619	NA	2247
1614	3323	2247
1620	4843	2247
1616	3323	2247
1610	2685	2247
1612	NA	2247
1618	4259	2247
888	3323	2248
889	4259	2248
887	2457	2248
886	2457	2248
890	NA	2248
522	NA	2259
525	4089	2259
519	1709	2259
521	3018	2259
520	2522	2259
523	2390	2259
518	4357	2259
524	4832	2259
517	1149	2259
4546	NA	2267
801	28	2274
805	4089	2274
803	1445	2274
804	2544	2274
800	1873	2274
798	701	2274
799	28	2274
802	1873	2274
688	1873	2275
693	NA	2275
691	4089	2275
690	3245	2275
692	3146	2275
694	NA	2275
689	2390	2275
687	147	2275
1902	3274	2278
1901	1149	2278
1903	1709	2278
1900	4674	2278
5290	NA	2283
5291	4018	2283
5292	1972	2283
5293	257	2283
2277	1873	2285
2274	701	2285
2273	419	2285
2271	4688	2285
2272	3328	2285
2275	3700	2285
2276	1709	2285
2071	193	2286
2073	NA	2286
2072	1961	2286
3669	2589	2289
3668	3894	2289
3667	2331	2289
165	3126	2294
171	NA	2294
170	5332	2294
168	4332	2294
167	4332	2294
164	1972	2294
169	5332	2294
166	3973	2294
4128	4688	2307
4129	3528	2307
2997	4674	2311
2999	5126	2311
2998	4688	2311
1622	NA	2329
1708	4945	2330
1707	2347	2330
1702	2627	2330
1703	4943	2330
1706	2138	2330
1704	342	2330
1705	1125	2330
2281	4839	2336
2280	2849	2336
2278	4259	2336
2279	NA	2336
2283	3323	2336
2285	5156	2336
2284	NA	2336
2282	201	2336
2375	2457	2337
2370	5161	2337
2374	3323	2337
2378	1992	2337
2373	4925	2337
2368	NA	2337
2371	4507	2337
2369	4688	2337
2379	4259	2337
2376	4259	2337
2377	4809	2337
2372	1094	2337
3254	1684	2342
3255	NA	2342
3252	4843	2342
3253	4632	2342
2304	2627	2348
2302	2650	2348
2303	3837	2348
2311	257	2348
2301	4843	2348
2306	4839	2348
2309	4632	2348
2308	2347	2348
2305	1125	2348
2310	3312	2348
2307	2631	2348
1751	3493	2349
4	1657	2367
5	1705	2367
9	4332	2367
6	2376	2367
8	NA	2367
7	3465	2367
3163	2451	2375
2206	1873	2377
2204	3274	2377
2203	3527	2377
2201	4843	2377
2202	3328	2377
2205	2184	2377
2207	4788	2377
3375	NA	2388
3372	1709	2388
3374	1873	2388
3371	28	2388
3376	911	2388
3373	28	2388
2168	NA	2391
2171	4832	2391
2170	2544	2391
2169	1973	2391
2172	NA	2391
2418	NA	2394
2417	NA	2394
2420	NA	2394
2419	NA	2394
2432	NA	2396
2433	329	2396
2434	NA	2396
2428	NA	2397
2427	NA	2397
2426	342	2397
2454	NA	2399
2380	NA	2418
2435	NA	2437
2436	NA	2437
2422	NA	2439
3250	NA	2441
2463	565	2453
3529	4073	2453
3011	1021	2458
3010	NA	2458
3008	2631	2458
3012	3354	2458
3009	NA	2458
4806	2451	2461
4804	2138	2461
4807	505	2461
4805	505	2461
4803	3057	2461
4802	2488	2461
2046	2631	2470
2041	3874	2470
2043	2457	2470
2047	NA	2470
2040	1094	2470
2044	2457	2470
2042	3874	2470
2045	2631	2470
2482	NA	2484
2481	NA	2484
2483	NA	2484
2480	NA	2484
83	4069	2499
84	4925	2499
80	5320	2499
82	4925	2499
81	4656	2499
79	NA	2499
1098	NA	2504
2593	4614	2521
2591	1147	2521
2597	28	2521
2590	4843	2521
2599	4059	2521
2594	1147	2521
2596	28	2521
2598	1873	2521
2592	591	2521
2595	28	2521
3960	NA	2543
3958	28	2543
3959	1709	2543
910	3449	2556
911	4999	2556
3617	4332	2557
1368	NA	2557
3618	3126	2557
3842	NA	2562
3844	NA	2562
3845	NA	2562
3843	NA	2562
4334	NA	2563
4335	1872	2563
4331	1775	2563
4332	1483	2563
4336	NA	2563
4333	NA	2563
679	NA	2579
681	342	2579
683	NA	2579
684	5046	2579
678	1460	2579
680	5026	2579
682	333	2579
685	4535	2579
573	NA	2585
574	NA	2585
572	NA	2585
2189	NA	2610
2186	1447	2610
2188	NA	2610
2191	NA	2610
2185	4677	2610
2190	NA	2610
2187	427	2610
5154	1447	2611
2345	4703	2619
2344	521	2619
1732	5332	2620
1733	NA	2620
4199	NA	2639
4196	2651	2639
4198	NA	2639
4200	NA	2639
4195	5071	2639
4197	1478	2639
2643	NA	2644
2639	377	2644
2642	NA	2644
2640	NA	2644
2641	NA	2644
3459	NA	2659
1185	3989	2660
1183	4656	2660
1184	4925	2660
1181	4566	2660
1180	NA	2660
1186	3323	2660
1182	1094	2660
3745	3874	2662
3746	4925	2662
3747	4925	2662
3748	3323	2662
3750	NA	2662
3743	1094	2662
3744	4656	2662
3749	4839	2662
3576	2381	2663
3579	201	2663
3583	257	2663
3577	4069	2663
3580	4839	2663
3578	2627	2663
3581	2631	2663
3582	4809	2663
4173	NA	2667
4185	NA	2667
4178	NA	2667
4186	NA	2667
4176	NA	2667
4179	NA	2667
4171	NA	2667
4170	NA	2667
4172	NA	2667
4180	NA	2667
3526	NA	2671
3525	NA	2671
2672	1512	2679
2673	NA	2679
2675	377	2679
2668	1767	2679
2671	NA	2679
2669	695	2679
2676	NA	2679
2674	NA	2679
2667	NA	2679
2677	NA	2679
2670	1501	2679
2019	NA	2682
2022	NA	2682
2021	1992	2682
2020	4059	2682
2601	NA	2691
2600	NA	2691
4784	1758	2693
4783	48	2693
4782	4507	2693
4785	4035	2693
4781	3702	2693
4780	3785	2693
4421	912	2697
4420	4677	2697
4419	3126	2697
4422	912	2697
4423	429	2697
4424	NA	2697
4418	1709	2697
1127	3894	2698
1128	3894	2698
1129	4781	2698
4682	4144	2699
4683	5184	2699
2741	5332	2702
2736	5351	2702
2738	4501	2702
2739	NA	2702
2737	3529	2702
2732	257	2702
2733	NA	2702
2740	4501	2702
2735	2021	2702
2734	3785	2702
2731	NA	2702
4055	NA	2712
4050	4925	2712
4052	4296	2712
4054	184	2712
4051	4928	2712
4053	NA	2712
3180	NA	2719
3181	NA	2719
3182	NA	2719
3179	NA	2719
3178	NA	2719
3177	NA	2719
2727	NA	2730
2729	NA	2730
2728	NA	2730
2079	5037	2732
2083	NA	2732
2081	3156	2732
2082	NA	2732
2075	4677	2732
2084	4230	2732
2077	5351	2732
2080	NA	2732
2074	4018	2732
2078	NA	2732
2076	NA	2732
2085	NA	2732
3552	1758	2734
3548	2021	2734
3553	NA	2734
3549	NA	2734
3550	48	2734
3551	NA	2734
2317	1472	2740
4998	1081	2744
4999	1702	2744
5000	1702	2744
4992	1147	2744
4997	1844	2744
4991	NA	2744
4994	28	2744
4993	1149	2744
4996	1844	2744
4995	3274	2744
4990	1702	2744
1638	1899	2745
1636	2538	2745
1637	4614	2745
1635	NA	2745
1753	1471	2752
4968	NA	2756
4965	NA	2756
4966	NA	2756
4967	NA	2756
4969	2493	2756
1896	NA	2757
1898	NA	2757
1894	NA	2757
1899	2882	2757
1897	3301	2757
1895	NA	2757
2686	4313	2759
2683	NA	2759
2687	NA	2759
2680	4710	2759
2682	2493	2759
2685	1478	2759
2681	2142	2759
2684	NA	2759
2754	NA	2762
2756	NA	2762
2757	1449	2762
2759	447	2762
2753	NA	2762
2755	2209	2762
2761	NA	2762
2758	NA	2762
2760	NA	2762
2765	NA	2766
2764	NA	2766
2763	NA	2766
2788	3128	2774
2790	4035	2774
2791	4035	2774
2789	2213	2774
593	3964	2775
596	NA	2775
594	NA	2775
595	NA	2775
235	4035	2776
234	470	2776
1743	NA	2788
1741	2236	2788
1742	2605	2788
3900	3837	2823
2153	NA	2824
2215	1174	2825
2218	NA	2825
2219	NA	2825
2216	1125	2825
2220	NA	2825
2217	NA	2825
2087	4230	2840
2086	2077	2840
532	5186	2841
3616	NA	2842
3615	2077	2842
1712	4500	2848
1714	3312	2848
1710	2538	2848
1709	184	2848
1713	2376	2848
1711	2179	2848
2883	1149	2867
2886	4059	2867
2885	1844	2867
2884	NA	2867
3159	1642	2870
3162	2490	2870
3161	1870	2870
3156	591	2870
3158	4023	2870
3157	4023	2870
3160	4059	2870
2946	591	2872
2956	2490	2872
2952	28	2872
2950	1617	2872
2949	1617	2872
2955	1679	2872
2954	4351	2872
2947	4102	2872
2953	NA	2872
2951	NA	2872
2948	4023	2872
308	4506	2881
1992	2960	2892
1994	769	2892
1991	3836	2892
1989	2882	2892
1995	4313	2892
1988	2882	2892
1990	2960	2892
1993	769	2892
1987	2142	2892
2870	3989	2894
2867	3836	2894
2868	4196	2894
2872	4259	2894
2874	1679	2894
2869	250	2894
2866	1880	2894
2873	3515	2894
2871	NA	2894
601	2457	2897
603	4632	2897
599	484	2897
602	NA	2897
604	1425	2897
600	1021	2897
260	4703	2904
259	1665	2904
261	NA	2904
362	NA	2910
5199	4230	2914
5200	1468	2914
2818	2236	2922
2819	NA	2922
220	4754	2940
217	4772	2940
221	3914	2940
218	28	2940
215	4507	2940
216	28	2940
219	28	2940
4903	4089	2941
4904	4832	2941
4905	NA	2941
4900	28	2941
4902	NA	2941
4901	3146	2941
1716	4754	2944
1717	2384	2944
2970	2184	2946
2969	1642	2946
2968	1642	2946
2924	2236	2949
2925	4832	2949
2922	3465	2949
2920	NA	2949
2921	502	2949
2923	2544	2949
4174	NA	2957
4177	2651	2957
4175	NA	2957
4869	NA	2958
4865	3398	2958
4864	3554	2958
4868	1060	2958
4863	2767	2958
4866	2767	2958
4867	4750	2958
3781	1117	2959
538	NA	2973
539	NA	2973
536	4008	2973
537	5289	2973
533	NA	2973
535	2209	2973
534	NA	2973
2976	NA	2977
2974	NA	2977
2975	NA	2977
2973	1126	2977
2141	NA	2983
2140	NA	2983
2987	NA	2988
3034	2179	2993
12	NA	2997
945	3527	3000
950	2048	3000
946	1612	3000
949	5037	3000
947	1593	3000
948	4501	3000
540	2538	3006
542	5351	3006
541	2021	3006
543	NA	3006
5186	2477	3011
5181	NA	3011
5188	2185	3011
5187	1450	3011
5179	NA	3011
5182	1961	3011
5184	3785	3011
5178	4945	3011
5189	NA	3011
5185	NA	3011
5183	2164	3011
5180	2179	3011
4160	NA	3013
4161	NA	3013
2919	NA	3021
2916	4144	3021
2917	NA	3021
2914	1758	3021
2918	4230	3021
2915	3156	3021
621	5037	3025
622	3156	3025
619	2477	3025
623	427	3025
620	4501	3025
4775	NA	3036
4776	NA	3036
4774	28	3036
4778	4089	3036
4777	3245	3036
4779	3617	3036
4773	28	3036
1568	4832	3039
1567	NA	3039
4554	512	3042
4553	NA	3042
3622	NA	3047
3736	4300	3050
3735	591	3050
3737	1899	3050
3738	1844	3050
3742	1702	3050
3741	4059	3050
3740	2964	3050
3739	1844	3050
4437	4059	3051
4433	4059	3051
4436	3515	3051
4434	591	3051
4435	4259	3051
3053	1477	3055
3054	NA	3055
307	NA	3056
1087	1177	3061
1088	3515	3061
1084	250	3061
1086	NA	3061
1083	3836	3061
1085	NA	3061
1089	4843	3061
1082	5320	3061
4166	NA	3063
1911	3836	3064
1906	1511	3064
1912	3836	3064
1905	1022	3064
1400	5297	3064
1908	5297	3064
1910	3836	3064
1909	2142	3064
1907	NA	3064
2893	2142	3066
2892	377	3066
2894	2142	3066
2895	1880	3066
4846	1452	3067
1543	299	3067
3070	NA	3071
3069	377	3071
2106	NA	3071
4169	NA	3078
4168	NA	3078
4167	NA	3078
613	NA	3081
614	NA	3081
2588	NA	3083
2586	1504	3083
2585	861	3083
2587	NA	3083
2584	NA	3083
2644	NA	3087
3567	1020	3087
5337	377	3087
3082	NA	3088
3080	NA	3088
3081	NA	3088
3078	NA	3089
3085	377	3089
3065	NA	3089
3064	1767	3089
3066	1497	3089
3083	3595	3089
3086	3589	3089
3084	NA	3089
3079	NA	3089
2836	NA	3090
2834	NA	3090
2833	1767	3090
2832	NA	3090
2835	NA	3090
3108	NA	3091
3110	NA	3091
3111	NA	3091
3109	NA	3091
3112	NA	3091
2858	NA	3094
2859	4710	3094
2860	3836	3094
2855	NA	3094
2856	NA	3094
2853	NA	3094
2854	NA	3094
2857	NA	3094
3091	NA	3097
3093	NA	3097
3092	NA	3097
3090	NA	3097
3089	1126	3097
3096	NA	3097
3094	1767	3097
3095	NA	3097
3625	4809	3105
282	3328	3107
283	NA	3107
284	1617	3107
285	1617	3107
3527	3493	3113
28	NA	3113
1659	NA	3113
1456	5349	3114
3708	1452	3114
4703	1598	3114
1378	5349	3114
3850	NA	3115
3115	NA	3117
3874	3554	3119
3875	4111	3119
3876	5288	3119
3879	2631	3119
3878	1925	3119
3877	484	3119
3501	4067	3122
3504	2631	3122
3503	2631	3122
3502	484	3122
1067	1709	3127
1066	3274	3127
1065	3274	3127
1070	NA	3127
1068	NA	3127
1072	NA	3127
1069	NA	3127
1071	4703	3127
5108	NA	3134
5111	NA	3134
5114	3893	3134
5112	NA	3134
5107	NA	3134
5113	NA	3134
5110	2471	3134
5109	NA	3134
4303	4600	3135
281	4600	3135
1439	1480	3135
3134	1767	3135
3301	2899	3135
2628	NA	3136
2626	3554	3136
2627	2142	3136
2625	NA	3136
2629	NA	3136
21	NA	3137
16	NA	3137
22	4566	3137
20	NA	3137
18	NA	3137
19	NA	3137
15	NA	3137
17	NA	3137
2174	NA	3139
2177	5320	3139
2176	4064	3139
2173	NA	3139
2175	4527	3139
3105	1844	3144
3103	3836	3144
3100	3836	3144
3106	4115	3144
3104	NA	3144
3102	NA	3144
3107	4313	3144
3101	3836	3144
1514	4403	3151
1517	2185	3151
1515	4500	3151
1516	3894	3151
3808	4703	3167
3804	912	3167
3810	NA	3167
3809	5332	3167
3805	3894	3167
3806	5332	3167
3807	4781	3167
2552	4703	3168
2553	NA	3168
2551	429	3168
495	1461	3185
493	3992	3185
494	4800	3185
490	1174	3185
492	2532	3185
489	1094	3185
491	201	3185
4795	3387	3188
4797	NA	3188
4796	3387	3188
4794	NA	3188
4798	4707	3188
4793	NA	3188
3515	3387	3190
3524	3057	3190
3519	1910	3190
3517	NA	3190
3522	4800	3190
3523	NA	3190
3514	NA	3190
3518	5026	3190
3520	1510	3190
3521	2630	3190
3516	484	3190
4949	1461	3192
4945	4707	3192
4947	1466	3192
4946	5031	3192
4950	2302	3192
4948	1469	3192
3569	1094	3193
3571	3992	3193
3568	2488	3193
3575	3994	3193
3570	3837	3193
3573	1021	3193
3572	1125	3193
3574	4800	3193
5082	2899	3202
5081	NA	3202
5085	NA	3202
5087	NA	3202
5084	NA	3202
5086	NA	3202
5083	4566	3202
3201	NA	3204
3202	1497	3204
3200	NA	3204
3203	NA	3204
2526	NA	3213
3211	NA	3216
3213	NA	3216
3212	NA	3216
3214	NA	3216
3215	NA	3216
3210	NA	3216
4662	NA	3217
4660	505	3217
4663	NA	3217
4661	NA	3217
4664	1574	3217
5330	NA	3224
5331	48	3224
3754	NA	3228
3753	1462	3228
3751	4122	3228
3752	2605	3228
5353	NA	3230
5352	4035	3230
5324	NA	3231
3486	3128	3244
3484	5126	3244
3485	NA	3244
2268	4703	3246
2269	NA	3246
2270	NA	3246
2267	4332	3246
3847	NA	3248
3848	NA	3248
4935	4788	3257
4931	701	3257
4934	1873	3257
4932	701	3257
4940	4408	3257
4937	4408	3257
4936	3965	3257
4941	NA	3257
4933	NA	3257
4930	701	3257
4938	4408	3257
4939	3245	3257
570	701	3264
568	701	3264
571	2184	3264
567	4614	3264
569	701	3264
3291	5320	3282
3288	4566	3282
3294	NA	3282
3289	4566	3282
3286	NA	3282
3290	1906	3282
3292	210	3282
3293	4656	3282
3287	2767	3282
1624	2527	3291
3297	NA	3299
3298	NA	3299
2770	NA	3305
2771	NA	3305
1609	NA	3310
3651	1899	3311
4204	NA	3313
4203	1844	3313
4202	1844	3313
4201	1177	3313
405	591	3315
407	1992	3315
408	1702	3315
404	1147	3315
406	1147	3315
402	1081	3315
403	1702	3315
36	5026	3318
37	1467	3318
4041	NA	3320
4043	NA	3320
4040	NA	3320
4038	NA	3320
4044	NA	3320
4042	NA	3320
4039	1486	3320
1108	3837	3324
1109	2631	3324
1107	4067	3324
4389	2631	3325
4390	2457	3325
4761	4800	3327
4757	201	3327
4754	2538	3327
4755	1453	3327
4760	4632	3327
4753	3872	3327
4756	1943	3327
4758	1446	3327
4759	4632	3327
1102	749	3330
1103	5351	3330
1104	NA	3330
1100	2488	3330
1101	NA	3330
597	NA	3339
2633	4507	3345
330	3894	3348
331	912	3348
71	512	3349
74	4977	3349
73	5332	3349
72	4332	3349
75	NA	3349
4402	4674	3352
4721	1702	3353
4718	NA	3353
4722	3328	3353
4720	NA	3353
4719	NA	3353
2212	1149	3362
2213	4688	3362
2210	3057	3362
2211	1435	3362
2214	4688	3362
4808	1479	3363
3715	2347	3369
3716	2347	3369
3717	NA	3369
2615	NA	3371
2614	5332	3371
3397	NA	3384
3398	NA	3384
3696	4304	3389
4632	3893	3391
4634	2627	3391
4633	NA	3391
4635	1910	3391
4637	NA	3391
4638	NA	3391
4631	NA	3391
4636	NA	3391
4630	3782	3391
3383	NA	3396
3386	NA	3396
3387	2899	3396
3394	NA	3396
3388	2899	3396
3393	NA	3396
3382	NA	3396
1015	NA	3396
3392	1117	3396
3395	NA	3396
3389	1042	3396
3391	4346	3396
3385	NA	3396
3384	NA	3396
3390	NA	3396
4578	NA	3400
4580	NA	3400
4577	NA	3400
4579	NA	3400
999	3573	3404
3701	1490	3411
3700	2488	3411
3702	4945	3411
5040	2488	3414
3868	4500	3426
3871	912	3426
3867	1543	3426
3870	4408	3426
3869	4408	3426
2254	4408	3427
2256	510	3427
2253	162	3427
2255	4351	3427
2257	4408	3427
2252	NA	3427
4233	419	3435
4235	4357	3435
4239	4351	3435
4234	711	3435
4236	5126	3435
4237	NA	3435
4238	147	3435
671	4408	3441
673	4408	3441
670	4408	3441
669	1974	3441
668	4500	3441
672	4408	3441
4612	1508	3445
4614	4296	3445
4615	2631	3445
4613	2457	3445
4616	257	3445
4611	NA	3445
4609	NA	3445
4610	NA	3445
411	1458	3461
410	NA	3461
409	NA	3461
412	4403	3461
151	4408	3469
153	4408	3469
152	4408	3469
3584	NA	3470
1893	NA	3480
1892	5332	3480
1888	912	3480
1890	4332	3480
1889	NA	3480
1891	1967	3480
3487	NA	3488
4557	NA	3490
4556	NA	3490
1417	1925	3490
4558	1925	3490
4555	NA	3490
4561	NA	3490
4560	1908	3490
4559	NA	3490
578	4839	3494
577	NA	3494
4023	1500	3510
1939	591	3511
1941	1110	3511
1943	2457	3511
1937	2490	3511
1938	4059	3511
1940	1147	3511
1944	4059	3511
1942	1081	3511
3654	2630	3518
3656	NA	3518
3655	4800	3518
797	NA	3519
795	NA	3519
794	NA	3519
793	5133	3519
792	NA	3519
796	1425	3519
1062	193	3520
1063	1461	3520
1064	37	3520
1688	201	3530
1686	3893	3530
1685	3893	3530
1687	3874	3530
292	NA	3531
291	3893	3531
293	4839	3531
294	1125	3531
296	201	3531
295	2631	3531
290	1094	3531
4503	1125	3532
4506	201	3532
4504	201	3532
4501	299	3532
4500	257	3532
4505	201	3532
4508	4469	3532
4502	4928	3532
4507	257	3532
3688	2833	3538
3686	NA	3538
3695	3992	3538
3692	NA	3538
3693	1475	3538
3691	NA	3538
3694	NA	3538
3685	NA	3538
3684	2899	3538
3683	NA	3538
3687	3554	3538
3689	NA	3538
3690	NA	3538
1052	3831	3539
1051	4061	3539
4607	NA	3540
4606	NA	3540
4603	NA	3540
4605	NA	3540
4608	NA	3540
4602	NA	3540
4601	3831	3540
4604	NA	3540
778	881	3545
782	NA	3545
784	NA	3545
783	NA	3545
777	NA	3545
780	NA	3545
779	NA	3545
781	NA	3545
5343	NA	3559
1602	NA	3564
1605	2827	3564
1603	NA	3564
1604	3323	3564
3564	NA	3567
3566	NA	3567
3565	NA	3567
829	4632	3571
830	2581	3571
3463	3527	3575
3461	2488	3575
3464	3527	3575
3462	193	3575
3558	4839	3576
3557	4839	3576
3559	2631	3576
3560	1684	3576
3561	4843	3576
3437	3328	3580
3440	419	3580
3439	4674	3580
3435	3312	3580
3441	1709	3580
3443	5126	3580
3438	2538	3580
3442	4357	3580
3436	4688	3580
2236	3527	3582
2237	1543	3582
2238	3527	3582
2232	3328	3582
2230	4843	3582
2234	4688	3582
2231	4674	3582
2233	NA	3582
2235	NA	3582
3623	NA	3596
3624	NA	3596
2399	NA	3602
2393	NA	3602
2398	NA	3602
2394	NA	3602
2400	NA	3602
2397	NA	3602
2395	NA	3602
2396	NA	3602
3500	NA	3609
1805	1177	3611
1807	3515	3611
1804	NA	3611
1799	2960	3611
1797	4750	3611
1810	NA	3611
1800	4925	3611
1801	3836	3611
1803	3989	3611
1808	4259	3611
1798	3836	3611
1802	201	3611
1809	1702	3611
1806	4259	3611
3901	NA	3623
3902	NA	3623
2659	NA	3632
2661	NA	3632
2662	2767	3632
2658	NA	3632
2663	4750	3632
2660	2899	3632
2000	2767	3636
1999	NA	3636
2003	3893	3636
2001	3836	3636
2005	2381	3636
2002	4538	3636
2006	769	3636
2004	5320	3636
2024	3836	3637
2027	4656	3637
2030	3323	3637
2028	4069	3637
2023	536	3637
2025	NA	3637
2026	2627	3637
2029	769	3637
3635	NA	3641
3631	NA	3641
3636	4303	3641
3634	NA	3641
3640	3836	3641
3632	1449	3641
3633	NA	3641
3639	NA	3641
3638	2833	3641
3637	3854	3641
3759	28	3647
3762	1709	3647
3764	1974	3647
3760	28	3647
3761	28	3647
3763	1873	3647
3757	1147	3647
3755	4023	3647
3756	1149	3647
3758	4023	3647
3765	2390	3647
2913	NA	3657
2910	NA	3657
2911	NA	3657
2912	4783	3657
4330	NA	3658
4329	NA	3658
3555	NA	3660
715	3527	3674
714	NA	3674
716	NA	3674
713	2376	3674
717	NA	3674
2841	4501	3677
2840	3894	3677
2839	4677	3677
2844	NA	3677
2843	5332	3677
2842	2589	3677
1560	2477	3678
1561	1564	3678
1648	4501	3679
1651	4230	3679
1652	NA	3679
1649	NA	3679
1647	1758	3679
1650	NA	3679
2550	NA	3681
2548	NA	3681
2547	427	3681
2549	1468	3681
3418	NA	3684
3422	NA	3684
3416	NA	3684
3421	NA	3684
3417	NA	3684
3420	NA	3684
3419	NA	3684
3415	1403	3684
3699	NA	3693
3703	NA	3712
3734	NA	3713
834	NA	3724
232	4259	3747
233	3737	3747
231	4196	3747
230	4843	3747
52	1873	3759
58	NA	3759
53	NA	3759
55	1974	3759
54	3146	3759
57	2390	3759
56	3146	3759
667	3057	3787
2192	2376	3800
2193	3973	3800
2620	4501	3801
2622	4977	3801
2619	2477	3801
2618	3527	3801
2621	4144	3801
2143	257	3802
2995	5332	3804
2996	NA	3804
2431	NA	3805
2430	5186	3805
4030	3529	3813
4031	3973	3813
4029	1454	3813
4032	147	3813
4028	NA	3813
4033	NA	3813
4034	510	3813
2384	3973	3814
2382	1943	3814
2385	4332	3814
2386	NA	3814
2383	3274	3814
3340	4332	3815
3337	3973	3815
3341	5332	3815
3338	512	3815
3334	5126	3815
3335	3274	3815
3342	4703	3815
3336	1974	3815
3343	1462	3815
3339	4332	3815
4450	NA	3825
3188	2899	3833
3189	4061	3833
3191	3301	3833
3190	1042	3833
3197	NA	3833
3194	3387	3833
3192	3387	3833
3193	484	3833
3196	NA	3833
3195	2381	3833
1822	1021	3839
1819	304	3839
1820	3893	3839
1821	2631	3839
1823	5031	3839
3835	NA	3841
3833	1480	3841
3840	NA	3841
3839	1476	3841
3837	4061	3841
3836	2899	3841
3834	NA	3841
3832	4008	3841
3838	243	3841
3831	2209	3841
4929	4750	3853
4925	2899	3853
4924	1117	3853
4928	5288	3853
4921	NA	3853
4918	1501	3853
4926	1117	3853
4920	NA	3853
4919	NA	3853
4927	4566	3853
4923	2899	3853
4922	2899	3853
3859	NA	3864
3860	NA	3864
3852	NA	3864
3853	1477	3864
3862	NA	3864
3854	2209	3864
3857	NA	3864
3856	NA	3864
3858	NA	3864
3863	NA	3864
3861	NA	3864
3851	1767	3864
3855	1767	3864
3866	NA	3870
4466	201	3876
4463	2631	3876
4465	3994	3876
4467	4800	3876
4464	1110	3876
4462	4943	3876
4535	2138	3877
4536	505	3877
4534	1110	3877
4533	NA	3877
544	2184	3883
4139	3716	3895
2505	NA	3903
2507	NA	3903
2508	NA	3903
2506	NA	3903
2504	NA	3903
2509	NA	3903
2503	NA	3903
174	NA	3904
173	NA	3904
175	NA	3904
172	NA	3904
4312	NA	3906
4313	3284	3906
4314	NA	3906
3906	NA	3908
3904	NA	3908
3907	NA	3908
3905	NA	3908
3903	NA	3908
4182	5126	3910
4183	3798	3910
4181	419	3910
4184	5126	3910
4375	3128	3913
4377	4035	3913
4373	470	3913
4379	NA	3913
4378	4035	3913
4374	3894	3913
4376	4035	3913
4231	NA	3916
4232	NA	3916
5041	NA	3917
23	NA	3924
27	NA	3924
26	NA	3924
24	NA	3924
25	NA	3924
3925	NA	3928
3926	NA	3928
3927	NA	3928
3924	1503	3928
3923	NA	3928
3922	NA	3928
1040	NA	3933
1039	NA	3933
1038	NA	3933
1041	4746	3933
1037	NA	3933
3849	NA	3934
3930	1126	3938
3931	NA	3938
3934	NA	3938
3932	NA	3938
3935	NA	3938
3937	NA	3938
3933	4095	3938
3936	NA	3938
3929	NA	3938
3987	5186	3945
3911	565	3946
3913	28	3946
3915	470	3946
3918	3817	3946
3912	1873	3946
3914	2376	3946
3910	3057	3946
3917	470	3946
3916	4500	3946
722	3126	3947
724	540	3947
721	4445	3947
720	1705	3947
728	4332	3947
723	3126	3947
725	NA	3947
729	4035	3947
726	147	3947
730	2605	3947
727	48	3947
731	5332	3947
1696	3128	3954
1699	3132	3954
1700	4035	3954
1701	NA	3954
1697	4035	3954
1698	1462	3954
974	48	3963
973	187	3963
977	540	3963
976	3126	3963
975	3156	3963
4096	912	3968
4100	4035	3968
4098	4122	3968
4099	NA	3968
4097	3617	3968
3331	4800	3988
3323	5288	3988
3327	1925	3988
3324	2651	3988
3326	484	3988
3330	2347	3988
3329	1110	3988
3328	2631	3988
3325	342	3988
4350	NA	4016
4357	3528	4016
4356	4387	4016
4354	NA	4016
4348	3497	4016
4349	NA	4016
4355	1684	4016
4352	1147	4016
4353	1758	4016
4351	565	4016
1885	NA	4017
3698	NA	4032
3697	5186	4032
2705	4506	4045
3277	4535	4047
3278	2488	4047
2032	NA	4048
2031	905	4048
1656	3700	4049
1655	2021	4049
1654	1453	4049
3304	NA	4063
3306	NA	4063
3307	NA	4063
3305	NA	4063
3303	NA	4063
3499	NA	4065
3492	NA	4065
3491	2899	4065
3493	3893	4065
3497	342	4065
3494	1486	4065
3490	1042	4065
3498	3838	4065
3496	342	4065
3489	NA	4065
3495	NA	4065
3399	NA	4070
3400	NA	4070
4071	NA	4072
4069	3554	4072
4065	2899	4072
4067	4304	4072
4061	1480	4072
4064	4095	4072
4066	NA	4072
4062	4600	4072
4068	NA	4072
4063	NA	4072
4070	NA	4072
2982	NA	4084
2981	NA	4084
2984	4781	4084
2979	3708	4084
2985	521	4084
2980	3973	4084
2986	2077	4084
2983	NA	4084
2978	2376	4084
4667	4144	4085
4669	2077	4085
4666	NA	4085
4668	4144	4085
4665	912	4085
3920	NA	4093
3921	NA	4093
3919	NA	4093
2326	NA	4096
2265	NA	4097
4004	3018	4110
4005	1974	4110
4006	4089	4110
4003	NA	4110
3999	4059	4110
4000	4126	4110
4007	4059	4110
4002	4500	4110
4001	1149	4110
4811	4943	4116
4809	2627	4116
4810	NA	4116
4812	NA	4116
4813	2457	4116
4814	3515	4116
4815	NA	4116
4325	3128	4119
4326	4035	4119
4322	470	4119
4324	5183	4119
4321	4445	4119
4327	4122	4119
4328	2605	4119
4318	905	4119
4323	540	4119
4317	905	4119
4319	4507	4119
4320	48	4119
3224	48	4121
3228	48	4121
3226	4445	4121
3234	NA	4121
3233	5332	4121
3227	540	4121
3229	3894	4121
3232	4275	4121
