Code,Mum,Dad
OPA07,STO96,GEC97
CLW07,STI94,*
MLD07,HRM99,WILTS
HIA07,PID97,*
CHD07,BIE01,*
PLT07,KNO03,SPD01
HEL07,ORC95,TNY94
FOU07,SUL90,AIDAN
SCT07,CRM99,PERCY
SOX07,SEQ01,SYC97
SEQ07,SYC91,STUAR
BNS07,PCL02,*
SLO07,GIN93,CEDRI
WAL07,DIC95,NIGEL
FTH07,WSD00,SPL99
FRT07,BUT96,PERRN
WAG07,LPW91,NIGEL
BOBBY,*,*
GCE07,FTH03,TNG97
ARA07,HED01,KIT96
FUD07,WIS02,*
BOM07,BIT01,*
SIG07,RPP03,WILTS
TSU07,MNS03,AIDAN
STE07,FAL01,*
VES07,NET02,CEDRI
SLA07,GEC95,FRA96
AXL07,SLA03,*
SLL07,PAN00,SPL99
AYE07,MEE03,SYC97
AZU07,CRM01,FRA96
VNS07,BUT02,CLT95
GKG07,CED04,*
YOS07,SEQ96,TNY94
WRE07,WAG96,WILTS
DAMMY,*,*
TIC07,CLO96,NIGEL
SAG07,SEM95,*
DEO07,CED99,*
ANM07,BAC98,*
APA07,SEQ99,NIGEL
BRY07,HIR03,SPL99
SCP07,EID03,TNY94
WHZ07,CGH94,TNY94
BROAD,*,*
EID07,MAL93,SYC00
WHF07,WHZ02,TNY94
SCR07,GRA93,SYC97
BIE08,CFI94,MOU02
OXY08,DOC96,NIGEL
TWX08,WIS01,MND99
NEB08,STA97,*
JAE08,BNX95,AIDAN
NAV08,SEQ05,ALD99
TEI08,MNT04,*
AZU08,CRM01,ZUC98
STE08,FAL01,D0584
PCL08,PIC98,PERCY
UKL08,FDL99,STUAR
OPA08,STO96,SYC00
NEC08,SPL98,STUAR
TTL08,LMS00,SYC97
ONY08,RBY05,WILTS
NICKO,*,*
ARB08,COF01,*
NET08,DOC94,HAW99
TONKS,MOPRX,DIL99
BEL08,TIN02,ZUC98
JAY08,CGH95,PERCY
CLK08,GRA99,PERCY
TUI08,TTL04,*
WIS08,CRB95,*
CNN08,RUM01,MRY02
MEG08,MAR95,*
MEE08,YEW99,AIDAN
CPY08,MOU03,NIGEL
MAP08,CED02,*
LCH08,CED00,PERCY
LUT08,FDL03,NIGEL
WAL08,DIC95,NIGEL
LPA08,LMS97,PERRN
WSD08,MLR96,QUN94
YOG08,YOS01,IVY96
ACC08,MLD04,*
ABS08,IVO99,IVY96
CSH08,WAL03,NIGEL
APA08,SEQ99,KNO99
MNT08,SUR95,D0552
DUB08,STI02,STUAR
CMR08,CLT97,MOU02
CMT08,MLN00,DIL02
MOU08,DIC94,SKU97
VES08,NET02,CEDRI
DEO08,CED99,*
CNK08,BEA00,*
MTT08,TNG99,GEC97
TIC08,CLO96,NIGEL
MNG08,TRT03,QUN94
MLT08,CRM03,*
LAR08,KIT95,AIDAN
DID08,FDL00,STUAR
MIC08,SCR04,IVY96
CND08,TIN98,CLW00
RAD08,DEO05,D0552
FANKY,*,*
HIA08,PID97,PERCY
BOM08,BIT01,*
SLR08,FLG98,NIGEL
DAI08,MRG03,STE05
HED08,IVY97,HAW99
CET08,RUF02,MOU02
SSK08,CHF01,*
CER08,PRC02,PERCY
SIG08,RPP03,RAP00
FMR08,HOL00,NIGEL
PUF08,POM97,AIDAN
CCK08,DTN04,*
CHD08,BIE01,*
GNB08,SLO01,RAP00
GLI08,HON00,*
BSY08,MLN97,*
SAG08,SEM95,MND99
GLR08,LPA02,*
SAP08,RBY02,D0547
FRR08,FAL99,*
BUM08,NET99,CEDRI
PUM08,CND03,ZUC98
RPP08,RUF00,AIDAN
GCE08,FTH03,TNG97
FTH08,WSD00,ZUC98
RDD08,CLK04,PERCY
FRT08,BUT96,SYC00
HDI08,RAP03,IVY96
RUF08,GOD97,WILTS
HIR08,FUL93,AIDAN
PCO08,VIO97,SYC97
EMB08,CND04,CLW00
HON08,SUN93,*
CHM08,HOC05,CEDRI
SOX08,SEQ01,ALD99
SPL08,SAM94,ETN04
CHN08,TRT97,QUN94
PKN08,CNK04,*
PHA08,LPA04,*
HOO08,CGH00,SYC97
PCN08,WAL02,NIGEL
TEI09,MNT04,BROWN
SCP09,EID03,IVY96
SPL09,SAM94,*
MEG09,MAR95,AIDAN
SCT09,CRM99,TNG97
ROM09,TIN95,BSY02
CSH09,WAL03,FLG00
WAL09,DIC95,FLG00
RPP09,RUF00,IVY96
RBY09,STO98,PERCY
MLN09,BEE93,*
VNS09,BUT02,NIGEL
RHE09,OXY05,DANDP
SPD09,KNO95,*
ORY09,JAE02,EID01
SAP09,RBY02,PERRN
PCN09,WAL02,MOZ02
PAN09,PID95,WILTS
LMS09,GOD94,TKN99
YOG09,YOS01,*
BTT09,RIB05,HAW99
WSD09,MLR96,*
RUM09,STI96,BSY02
LONGB,*,*
OXY09,DOC96,FLG00
STN09,LMS05,EID01
BUM09,NET99,HAW99
RUI09,KLD05,AIDAN
RUF09,GOD97,WILTS
LPA09,LMS97,SYC02
LUN09,BSY04,TNG97
BRY09,HIR03,EID01
MNG09,TRT03,PERCY
RUB09,GRA98,NIGEL
CBL09,GRA02,SYC00
CPY09,MOU03,EID01
WRE09,WAG96,EID01
BOU09,WIS04,ART00
ARA09,HED01,FLG00
CMR09,CLT97,*
SLITT,*,JAE03
TRX09,TIN04,*
PRC09,TRT98,SYC00
AYE09,MEE03,AIDAN
SLL09,PAN00,WILTS
POT09,TRT05,SPI01
AXL09,SLA03,*
CLV09,KNO02,WAG98
SLA09,GEC95,*
NAV09,SEQ05,MOU02
CLR09,ZUC01,PERCY
UKL09,FDL99,STUAR
SLR09,FLG98,*
NIALL,*,*
NEB09,STA97,MOZ02
PLT09,KNO03,MOU02
TTL09,LMS00,ALD99
BNS09,PCL02,D0552
AZU09,CRM01,ZUC98
ASB09,HOO05,FRT02
VES09,NET02,*
TIC09,CLO96,FLG00
VNL09,DOT02,*
MNM09,CHN03,TNG97
ONY09,RBY05,NIGEL
MNS09,STR96,AIDAN
ARB09,COF01,*
SOX09,SEQ01,STUAR
MOZ09,BIE97,MOU02
CNN09,RUM01,MOU02
CBS09,ZUC03,PERCY
CNK09,BEA00,*
SIG09,RPP03,WILTS
ORA09,ANM02,EID01
CHK09,SOX04,BSY02
ODDIE,*,*
CER09,PRC02,*
NOS09,FRR03,*
MOU09,DIC94,EID01
CET09,RUF02,MOU02
MNT09,SUR95,BROWN
LAV09,CLK06,D0547
JAD09,RBY03,NIGEL
GLR09,LPA02,ZUC98
GYP09,TIN00,WILTS
CYA09,AZU05,BROWN
LAR09,KIT95,AIDAN
EID09,MAL93,IVY96
DAW09,SLO05,SYC00
FUD09,WIS02,*
EDA09,CHD05,MOU02
FRR09,FAL99,*
FMR09,HOL00,EID01
DID09,FDL00,MOU05
LIL09,THU96,SYC02
HOC09,HOL97,EID01
DUB09,STI02,SYC00
GKG09,CED04,D0584
HIA09,PID97,DANDP
SIT10,UKL06,SPD01
FTH10,WSD00,MOU02
VES10,NET02,FLG00
DUB10,STI02,*
ATA10,VNS06,STUAR
CND10,TIN98,CLW00
AXL10,SLA03,*
USS10,MEE05,AIDAN
PUF10,POM97,EID01
CMR10,CLT97,*
CYA10,AZU05,*
CMT10,MLN00,SYC02
ULU10,DID06,*
LAURE,D0537,ARCHI
WAS10,BUM06,FLG00
WAL10,DIC95,*
MEG10,MAR95,*
LCH10,CED00,KAR02
LAZ10,AZU07,*
MIC10,SCR04,PROXY
BRY10,HIR03,KIT96
ARB10,COF01,*
ARA10,HED01,MOZ03
ASB10,HOO05,MOU02
MLN10,BEE93,*
MLT10,CRM03,*
MYF10,BUT06,*
PUM10,CND03,ROGER
AYE10,MEE03,TSL05
CNT10,GLI06,SYC02
CCH10,PAN06,SYC00
DIN10,CMR05,STUAR
CHD10,BIE01,STUAR
FLU10,PCO06,CLW00
OPA10,STO96,PERCY
PPY10,HON06,ICE03
IOLOO,D0531,MNS06
ORY10,JAE02,AIDAN
BMB10,SSK06,CLW00
POT10,TRT05,PERCY
HUGHE,*,*
HED10,IVY97,FLG00
HIM10,OXY06,*
ONY10,RBY05,FRT05
HOO10,CGH00,RUM04
PCN10,WAL02,FLG00
BMA10,CHN06,KAR02
CHM10,HOC05,AIDAN
PKN10,CNK04,*
STN10,LMS05,MOU02
EMB10,CND04,KAR02
PEA10,NEC05,WILTS
PHA10,LPA04,ALD99
TBS10,BNS07,*
TWL10,WIS06,SKU97
WHF10,WHZ02,PERCY
CLW10,STI94,*
HAZ10,LCH06,TNG97
AZU10,CRM01,SYC02
FLT10,BEA05,*
SLL10,PAN00,*
NAV10,SEQ05,STUAR
SLR10,FLG98,ART00
RUF10,GOD97,STUAR
EDA10,CHD05,BSY02
MTT10,TNG99,MOU02
PSS10,CND06,SYC00
TUI10,TTL04,*
BOO10,YOG06,BROWN
BNS10,PCL02,STE05
NEC10,SPL98,STERN
TSU10,MNS03,AIDAN
CET10,RUF02,BSY02
JEE10,HAL90,D0541
SOX10,SEQ01,BRAVO
TWX10,WIS01,*
DAI10,MRG03,SYC00
APA10,SEQ99,BRAVO
ACA10,GKG07,D0543
LMS10,GOD94,MOU02
SAG10,SEM95,FRT05
LUT10,FDL03,SPD01
RUI10,KLD05,EID01
GNB10,SLO01,CLW00
RPP10,RUF00,BRAVO
RDD10,CLK04,PERCY
MCD10,WAL06,FLG00
CRX10,LMS06,ROGER
WRE10,WAG96,*
LEI10,RAP06,PERCY
LUN10,BSY04,D0541
WHZ10,CGH94,FRA98
GKG10,CED04,RUSTY
MAJ10,PRC06,TNG97
WIS10,CRB95,*
RUB10,GRA98,FLG00
MDD10,MEG06,*
YOS10,SEQ96,SYC00
RBY10,STO98,CLW00
WLK11,SLL07,ARCHI
CNN11,RUM01,BSY02
ORA11,ANM02,ARCHI
CMT11,MLN00,WBEYS
ACA11,GKG07,WBEYS
HUMBL,D0533,D0582
MCD11,WAL06,TUFTY
PUF11,POM97,FLG00
PPT11,WAG06,FLG00
VANNY,*,*
OXY11,DOC96,ART00
LPA11,LMS97,*
AZU11,CRM01,*
TLS11,SCR06,CLW00
SHZ11,MLT07,*
RUNAW,MORUN,D0567
URC11,ANM06,D0554
CNK11,BEA00,*
TIC11,CLO96,MOZ02
PACKH,D0526,JAE05
ALL11,PUF06,FLG00
CLR11,ZUC01,*
HDI11,RAP03,RUSTY
SLR11,FLG98,D0551
TYWIN,*,*
PRC11,TRT98,PERCY
HDX11,GTR06,ROGER
TSU11,MNS03,*
NAV11,SEQ05,BSY02
CET11,RUF02,*
SLL11,PAN00,ARCHI
MYF11,BUT06,CLW00
TOLER,*,*
CDN11,HOC07,ARCHI
WSD11,MLR96,KAR02
CMR11,CLT97,*
DUB11,STI02,SPD01
UKL11,FDL99,*
ONY11,RBY05,RUSTY
CML11,SLA06,*
GRL11,CCK08,*
GLR11,LPA02,*
AXL11,SLA03,*
WRE11,WAG96,*
PPL11,FRT07,MOZ03
DSB18,*,MNS06
PPY11,HON06,ROGER
TNS11,LMS07,SHAGG
OPA11,STO96,SPL04
SOX11,SEQ01,BSY02
HIA11,PID97,PERCY
SWT11,FRT06,FLG00
MEE11,YEW99,FLG00
ABS11,IVO99,PCN06
SAP11,RBY02,RUSTY
STRAC,*,*
CAM11,MNM07,KAR02
LAR11,KIT95,FLG00
WAL11,DIC95,ART00
LAV11,CLK06,RUSTY
PKN11,CNK04,*
ARA11,HED01,TRT02
CYA11,AZU05,*
LIN11,CHF07,CMT06
BMA11,CHN06,KAR02
MEG11,MAR95,SPL04
STN11,LMS05,TNG97
SCIMI,*,*
VNS11,BUT02,*
BRY11,HIR03,MND99
PCO11,VIO97,RUSTY
STE11,FAL01,*
STANL,*,*
LAZ11,AZU07,DEO07
MIC11,SCR04,RUSTY
CSH11,WAL03,TUFTY
DEN11,PRC07,KAR02
MNM11,CHN03,KAR02
CHD11,BIE01,BSY02
RPP11,RUF00,SYC00
LEBRO,*,*
GYP11,TIN00,TNG97
CBH11,CCK07,ROGER
ARB11,COF01,BROWN
CBS11,ZUC03,TNG97
PHA11,LPA04,*
VNL11,DOT02,*
HOC11,HOL97,FLG00
MNT11,SUR95,BROWN
VIP11,VES06,ARCHI
FUD11,WIS02,*
MNG11,TRT03,KAR02
PCN11,WAL02,TUFTY
TTL12,LMS00,ETN04
ZEP12,WHF07,SPL04
PEA12,NEC05,DSD17
TRX12,TIN04,D0582
DAK12,SOX08,WBEYS
CET12,RUF02,ARCHI
PRC12,TRT98,KAR02
SPOCK,*,*
PHA12,LPA04,ETN04
EMB12,CND04,ROGER
CER12,PRC02,*
LYR12,LUT08,MOU05
RSS12,SCT09,*
CSH12,WAL03,MOZ02
HNY12,NEC08,SPD01
ZAP12,NAV08,*
NEC12,SPL98,MOU05
SPY12,RPP08,BRAVO
ERICC,*,*
ORA12,ANM02,BROWN
CRX12,LMS06,ROGER
BMA12,CHN06,D0543
SWT12,FRT06,MND99
BOO12,YOG06,WBEYS
CHY12,CHK07,KAR02
PPL12,FRT07,*
DAI12,MRG03,ROGER
HOP12,FTH08,FRT03
PCN12,WAL02,ART00
BMB12,SSK06,*
HIM12,OXY06,ART00
ORY12,JAE02,FLG00
LPA12,LMS97,SYC02
STN12,LMS05,CLW00
BED12,GYP07,ROGER
CHK12,SOX04,ROGER
SOX12,SEQ01,WSD06
STAMM,*,*
LUT12,FDL03,BRAVO
ONY12,RBY05,BROWN
TNQ12,GNB07,BROWN
ROB12,WRE07,FLG00
RPP12,RUF00,BRAVO
PPY12,HON06,LAPHR
CHM12,HOC05,FLG00
TNS12,LMS07,WSD08
SPD12,KNO95,*
GNB12,SLO01,ART00
JAD12,RBY03,RUSTY
HED12,IVY97,TUFTY
SAP12,RBY02,ARCHI
FLU12,PCO06,*
DIN12,CMR05,*
TOK12,SLA07,D0551
MCD12,WAL06,BROWN
QTZ12,TIC07,TRT02
PUF12,POM97,FRT05
HAZ12,LCH06,D0541
SHE12,DID09,MOZ03
SHZ12,MLT07,D0567
CNK12,BEA00,*
AME12,OPA08,BROWN
RUM12,STI96,*
DID12,FDL00,BSY02
DARKO,*,*
DALEK,*,*
VES12,NET02,TUFTY
ULU12,DID06,UKL05
USS12,MEE05,MOZ02
CAM12,MNM07,SYC02
CYA12,AZU05,WBEYS
MNM12,CHN03,KAR02
MNG12,TRT03,WBEYS
CPY12,MOU03,*
DRE12,PRC09,ETN04
LEI12,RAP06,KAR02
MNS12,STR96,FLG00
MAJ12,PRC06,ROGER
CBT12,AZU08,WBEYS
RBY12,STO98,SPL04
RDD12,CLK04,BROWN
CCH12,PAN06,FRT05
SCP12,EID03,KAR02
MCU12,MNG09,ETN04
ASB12,HOO05,RUSTY
SCOTT,*,*
SHAPL,*,*
DAW12,SLO05,CLW00
LEFTI,*,*
CND12,TIN98,BROWN
WLL12,LCH08,D0541
APA12,SEQ99,CLW00
LCH12,CED00,CMT06
WSD12,MLR96,D0543
NAV12,SEQ05,ALD99
FIB12,FMR06,BROWN
UKL12,FDL99,*
RHE12,OXY05,SYC00
AZU12,CRM01,ROGER
RUB12,GRA98,UKL05
MDD12,MEG06,D0554
TWL12,WIS06,*
WAS12,BUM06,ART00
PSS12,CND06,*
TUI12,TTL04,*
YOG12,YOS01,SHAGG
RUF12,GOD97,BROWN
DUB12,STI02,ANM04
AYE12,MEE03,AIDAN
CDN12,HOC07,FLG00
MIC12,SCR04,*
ALL12,PUF06,*
CML12,SLA06,*
RAS12,MTT08,CLW00
SLA12,GEC95,D0551
GLR12,LPA02,WBEYS
BRY12,HIR03,*
FLT12,BEA05,*
RUI12,KLD05,*
WHF12,WHZ02,BROWN
KIRKK,*,*
HIM13,OXY06,STERN
HAN13,JAE08,*
GYP13,TIN00,ROGER
SCP13,EID03,ROGER
EMB13,CND04,SHAGG
CAM13,MNM07,WBEYS
QTZ13,TIC07,STERN
BRY13,HIR03,JAE05
RAS13,MTT08,ROGER
GNB13,SLO01,D0551
CHEKO,*,*
FIB13,FMR06,TRT02
SHOBO,MODNP,RPP06
FLU13,PCO06,SPD01
HEX13,HED08,*
CDN13,HOC07,JAE05
GRUNT,*,*
GLR13,LPA02,*
SOX13,SEQ01,MOU05
SLL13,PAN00,SPL04
BMB13,SSK06,ROGER
RHE13,OXY05,STERN
HDX13,GTR06,WBEYS
CSH13,WAL03,RUM04
SLR13,FLG98,RUM04
SML13,WHF10,SYC00
RSS13,SCT09,*
CET13,RUF02,ALD99
RDD13,CLK04,SPD01
CBH13,CCK07,*
GGZ13,CHD10,FRT03
SCROL,*,*
SDY13,RUM09,CLW00
CBS13,ZUC03,SPD01
CBT13,AZU08,*
RPP13,RUF00,RBY07
ROB13,WRE07,SPD01
CHD13,BIE01,MOU05
BMA13,CHN06,LAPHR
SAG13,SEM95,SCRAT
BOO13,YOG06,SHAGG
PHA13,LPA04,D0608
RUM13,STI96,MOU05
PPT13,WAG06,FLG00
PUF13,POM97,JAE05
TRX13,TIN04,LAPHR
WAL13,DIC95,RUM04
MEE13,YEW99,FRT05
DEN13,PRC07,DEO07
MDD13,MEG06,PCN06
APA13,SEQ99,FRT03
WIC13,SOX09,CLW00
JIMMY,*,*
IRI13,AYE09,FLG00
TSU13,MNS03,*
DID13,FDL00,ALD99
JAV13,ARB11,*
CPY13,MOU03,*
JAD13,RBY03,SPD01
WLK13,SLL07,D0551
ONY13,RBY05,SPD01
TOK13,SLA07,*
AME13,OPA08,SPD01
CND13,TIN98,ROGER
NAV13,SEQ05,ROGER
VES13,NET02,RUM04
SPY13,RPP08,ROGER
URC13,ANM06,FLG00
ASB13,HOO05,SPD01
UKL13,FDL99,*
AYE13,MEE03,AIDAN
DUB13,STI02,RUM03
MIC13,SCR04,*
ARB13,COF01,LAPHR
VNS13,BUT02,SPD01
MNM13,CHN03,WBEYS
MNG13,TRT03,LAPHR
ARA13,HED01,RUM04
VNL13,DOT02,*
TUI13,TTL04,BEL08
CLR13,ZUC01,SPD01
EDA13,CHD05,MOU05
EDD13,RUF09,MOU05
AZU13,CRM01,LAPHR
TLS13,SCR06,*
ZAP13,NAV08,ALD99
CHM13,HOC05,AIDAN
OYS13,SLL09,ROGER
LPA13,LMS97,ZAPHO
SWT13,FRT06,SHAGG
BIJ13,OPA07,ROGER
STN13,LMS05,CLW00
PCN13,WAL02,STERN
DAK13,SOX08,CLW00
MAJ13,PRC06,SYC02
CHK13,SOX04,TTL06
ALL13,PUF06,MOZ02
MCD13,WAL06,STERN
LIA13,ARA09,*
ABS13,IVO99,*
ORA13,ANM02,STERN
PEA13,NEC05,MOU05
ALI13,EMB08,D0553
ZEP13,WHF07,SPD01
LEI13,RAP06,SYC02
DRE14,PRC09,SYC02
SCP14,EID03,SYC02
LIA14,ARA09,ZAPHO
DIN14,CMR05,CND07
MNM14,CHN03,ZAPHO
CRX14,LMS06,TTL06
CBT14,AZU08,WBEYS
SDY14,RUM09,PLT07
ARE14,PCN10,STERN
VIP14,VES06,RUM04
MOH14,APA08,*
DID14,FDL00,BRAVO
ABS14,IVO99,SPD01
VES14,NET02,STERN
MOJ14,GNB10,*
CCH14,PAN06,STERN
CNK14,BEA00,*
ASB14,HOO05,SPD01
CSH14,WAL03,RUM04
CND14,TIN98,HEL05
ARNIE,*,*
DAK14,SOX08,*
RDD14,CLK04,SYC02
MCCOY,*,*
WLK14,SLL07,STERN
CPY14,MOU03,GLR07
MCQ14,PPL11,SHAGG
WIC14,SOX09,SARGA
MAJ14,PRC06,LAPHR
CMT14,MLN00,GINGR
GLR14,LPA02,MRY02
CAM14,MNM07,MRY02
WSD14,MLR96,HAZ10
LYR14,LUT08,HEL05
DAW14,SLO05,SPL04
DAI14,MRG03,HAZ10
RSS14,SCT09,*
BZK14,LUT10,RUM03
BSG14,VES10,SPD01
BRY14,HIR03,*
RAS14,MTT08,ZAPHO
MIC14,SCR04,FRT03
MCD14,WAL06,ZAPHO
QTZ14,TIC07,RUM04
MCU14,MNG09,MRY02
RHE14,OXY05,STERN
COM14,APA10,CLW00
ZEP14,WHF07,SYC02
XEN14,GLR11,*
ORY14,JAE02,*
NAV14,SEQ05,MOU05
TWX14,WIS01,*
OYS14,SLL09,*
BCA14,CBS09,LAPHR
PSS14,CND06,SPD01
BED14,GYP07,LAPHR
BOO14,YOG06,FRT03
TTL14,LMS00,SARGA
EDA14,CHD05,MOU05
PRC14,TRT98,ZAPHO
CHY14,CHK07,FRT03
UHA14,D0526,CND07
SOA14,BRY10,NEC06
TWIXY,*,*
KLP14,MTT10,BOM06
ORA14,ANM02,GLR07
BMB14,SSK06,*
BNT14,BMB10,*
SOX14,SEQ01,SARGA
TSU14,MNS03,NEC06
HDX14,GTR06,GINGR
EDD14,RUF09,SARGA
CET14,RUF02,SPD01
TNQ14,GNB07,MOZ02
ONY14,RBY05,SPD01
PPL14,FRT07,SHAGG
CDN14,HOC07,NEC06
SPY14,RPP08,MOU05
USS14,MEE05,*
TOK14,SLA07,*
HAZ14,LCH06,BOBBY
ABA14,HIA09,ZAPHO
HNY14,NEC08,TONKS
CHM14,HOC05,FLG00
FLU14,PCO06,FRR05
ULU14,DID06,*
EMB14,CND04,BOM06
UKL14,FDL99,BRAVO
HUR14,TSU10,BOM06
STN14,LMS05,BOM06
CMA14,TWX08,FRR05
PCN14,WAL02,STERN
SULUU,*,*
MTT14,TNG99,SPD01
SLK14,RPP11,*
DUB14,STI02,BRAVO
BMA15,CHN06,BOBBY
AME15,OPA08,ZAPHO
BED15,GYP07,SHAGG
ELA15,ARA11,ZAPHO
GLZ15,MAJ12,GLR09
SPY15,RPP08,SARGA
STN15,LMS05,D0602
EMB15,CND04,SHAGG
BMB15,SSK06,*
GLR15,LPA02,*
ALL15,PUF06,FRT05
DAK15,SOX08,TTL06
TLS15,SCR06,SHAGG
SPA15,PPL12,*
TEM15,STN12,D0553
SWT15,FRT06,BROAD
WTZ15,TWL10,KLD06
EKA15,MEE11,TRT02
SOX15,SEQ01,SEQ07
SDY15,RUM09,SEQ07
TWL15,WIS06,KLD06
ARA15,HED01,STERN
FLM15,EMB12,FRT03
SCP15,EID03,HEL05
GGZ15,CHD10,BRAVO
BAL15,LUT12,BRAVO
SOA15,BRY10,D0539
SLK15,RPP11,*
SAP15,RBY02,*
VES15,NET02,STERN
AYE15,MEE03,TRT02
DRE15,PRC09,*
ULU15,DID06,PLT07
FLU15,PCO06,ZAPHO
ASB15,HOO05,ZAPHO
USS15,MEE05,SCRAT
DUB15,STI02,BRAVO
BRY15,HIR03,SCRAT
TOK15,SLA07,UKL08
EDD15,RUF09,LAURE
EMU15,LYR12,HIA08
BCA15,CBS09,*
BNT15,BMB10,TONKS
SOP15,WLK11,*
URC15,ANM06,MOU09
DID15,FDL00,BRAVO
BBG15,DID08,DIN10
BOO15,YOG06,TONKS
TSU15,MNS03,SCRAT
EDA15,CHD05,SARGA
SML15,WHF10,TTL06
APO15,CHY12,HUGHE
VNT15,SWT11,*
VNS15,BUT02,RUM03
WLK15,SLL07,DUB09
BSG15,VES10,STERN
PPL15,FRT07,*
CHK15,SOX04,*
MCU15,MNG09,SHAGG
LEI15,RAP06,SHAGG
RAS15,MTT08,TTL06
MCD15,WAL06,RUM04
CBH15,CCK07,LAVAL
CDN15,HOC07,SCRAT
KAK15,TUI12,*
PSE15,WSD12,BOBBY
KKA15,WAL11,ZAPHO
KLN15,PRC12,BOBBY
CAM15,MNM07,BOBBY
MNM15,CHN03,BOBBY
PSS15,CND06,HEL05
CBS15,ZUC03,BROAD
NAV15,SEQ05,SARGA
MDD15,MEG06,KLD06
PUE15,NAV12,SEQ07
HIM15,OXY06,SPL04
MIC15,SCR04,TTL06
CHM15,HOC05,D0539
LEA15,ORY07,ZAPHO
HAN15,JAE08,FRT03
RDD15,CLK04,FRT03
KOH15,AYE10,TRT02
BZK15,LUT10,*
LUT15,FDL03,SARGA
HEX15,HED08,SEQ07
JEP15,CHK12,*
CND15,TIN98,FRT03
HDX15,GTR06,BOBBY
IRI15,AYE09,TRT02
HAZ15,LCH06,*
MOJ15,GNB10,ZAPHO
CSH15,WAL03,RUM04
ONY15,RBY05,ZAPHO
PCN15,WAL02,ZAPHO
HRT15,WAS10,STERN
JAD15,RBY03,*
CET15,RUF02,SARGA
CCH15,PAN06,STERN
HRT16,WAS10,STERN
DRE16,PRC09,*
DUB16,STI02,LAURE
CMA16,TWX08,*
AYE16,MEE03,RPP09
BIJ16,OPA07,CLW00
BMA16,CHN06,DAMMY
CCT16,CET12,SYC02
CML16,SLA06,*
USS16,MEE05,TWX06
CDN16,HOC07,MOZ02
KKA16,WAL11,RUM04
ULU16,DID06,SYC00
HAZ16,LCH06,*
KLP16,MTT10,TONKS
FLU16,PCO06,*
ONY16,RBY05,TONKS
URC16,ANM06,RBY07
HIM16,OXY06,BROAD
CMB16,HED12,DIN10
TNQ16,GNB07,LAVAL
JEP16,CHK12,D0567
HYS16,SDY13,*
TOK16,SLA07,*
CES16,DAK12,*
SOA16,BRY10,HIA08
GLR16,LPA02,DAMMY
TEM16,STN12,D0598
PSS16,CND06,ZAPHO
SOP16,WLK11,STERN
TCL16,HNY12,*
CET16,RUF02,LAVAL
BNT16,BMB10,BROAD
EDD16,RUF09,MOU09
CHY16,CHK07,TTL06
TLS16,SCR06,SHAGG
ORY16,JAE02,CLV09
EMU16,LYR12,LAVAL
IRI16,AYE09,SCRAT
CLR16,ZUC01,TTL06
FLM16,EMB12,DAMMY
PPL16,FRT07,GLR09
PUE16,NAV12,LAVAL
NAV16,SEQ05,SMOOT
SHO16,CND12,BROAD
PPT16,WAG06,SCRAT
TWL16,WIS06,*
HUD16,LPA12,DAMMY
CLS16,GLR13,SLITT
BCA16,CBS09,SHAGG
BOO16,YOG06,SMOOT
KAK16,TUI12,*
EDA16,CHD05,FRT05
TSU16,MNS03,PLT07
BAU16,MCD12,DUB09
SYLVE,*,*
BBG16,DID08,LAVAL
KAN16,WIC13,ZAPHO
SWT16,FRT06,SHAGG
CHK16,SOX04,GLR09
RES16,NEC12,SPD01
ALL16,PUF06,MOZ02
STALL,*,*
LEI16,RAP06,VNS09
AMC16,USS12,JAE05
MCD16,WAL06,RUM04
AME16,OPA08,VNS09
MCU16,MNG09,D0564
WLK16,SLL07,STERN
WTZ16,TWL10,*
CPY16,MOU03,TONKS
MCQ16,PPL11,*
HNY16,NEC08,*
VES16,NET02,NEC06
GLE16,SML13,TTL06
ASB16,HOO05,ZAPHO
WIC16,SOX09,TONKS
AML16,DAW12,*
LUT16,FDL03,SARGA
ABA16,HIA09,STERN
ROB16,WRE07,VNS09
CSH16,WAL03,STERN
RPSLI,*,*
LIA16,ARA09,CLW00
GLZ16,MAJ12,*
RHE16,OXY05,CLW00
MAM16,VIP11,CHM10
ZEP16,WHF07,ZAPHO
MAJ16,PRC06,ZAPHO
BZK16,LUT10,SMOOT
LYR16,LUT08,SARGA
LEM16,AYE12,SCRAT
DAK16,SOX08,SYC02
SPU16,SPY12,*
XIN16,MCU12,SLITT
MAB16,MDD13,HIA08
GYP16,TIN00,ZAPHO
SPY16,RPP08,SARGA
VIP16,VES06,ZAPHO
CBH16,CCK07,D0564
RDD16,CLK04,TTL06
DOLPH,*,*
HAN16,JAE08,KLD06
MNM16,CHN03,DAMMY
SOX16,SEQ01,LAVAL
ARE16,PCN10,STERN
BSG16,VES10,RUM04
PCN16,WAL02,STERN
COM16,APA10,D0558
KOH16,AYE10,TWX06
SVG16,CDN12,RBY07
KLN16,PRC12,D0558
SDY16,RUM09,*
ING16,LEI12,BRY11
MOJ16,GNB10,ZAPHO
CNK16,BEA00,*
CCH16,PAN06,STERN
FVA16,DUB11,LAVAL
CHM16,HOC05,KLD06
DAW16,SLO05,TONKS
MDD16,MEG06,HIA08
PKN16,CNK04,*
LEA16,ORY07,*
DEW16,MNS12,*
RAS16,MTT08,TONKS
MIC16,SCR04,BRY11
